St_ID,St_Flag,Name,Elevation,El_Flag,Long,Lat,Jan,Feb,Mar,April,May,June,July,Aug,Sept,Oct,Nov,Dec,Annual
10AASC03,NA,Pine Lake Ai,995, ,-130.933,60.1,44,26,34,20,23,36,57,51,60,47,46,40,489
09DASC01,NA,Plata Airstr,830, ,-132.05,63.517,41,29,27,19,37,71,113,86,65,42,52,39,630
09DBSC02,NA,Rackla Lake,1040, ,-133.25,64.283,39,27,33,17,29,53,86,77,64,58,52,42,584
09BASC01,NA,Ross River H,975, ,-132.467,61.933,17,11,11,8,16,30,48,38,26,17,19,15,253
09BBSC04,NA,Russell Lake,1060,@,-133.483,63.2,47,31,40,22,36,65,110,101,78,71,62,48,714
09AHSC03,NA,Satasha Lake,1106, ,-136.267,61.483,21,15,12,6,27,46,72,52,40,20,23,21,350
08ABSC03,NA,Summit,1000,@,-137.783,60.85,61,30,16,13,28,47,65,59,61,57,56,46,536
09AASC01,NA,Tagish,1080,@,-134.183,60.283,29,26,13,7,17,27,41,36,35,28,34,22,314
10AASC02,NA,Tintina Airs,1067, ,-131.25,61.083,39,24,30,18,19,31,50,44,54,42,42,37,436
09BASC02,NA,Twin Creeks,900, ,-131.267,62.617,40,27,27,19,37,71,115,89,63,41,49,36,618
09ABSC02,NA,Whitehorse A,700, ,-135.067,60.7,19,12,13,7,15,33,44,48,39,23,21,18,288
09DBSC01,NA,Withers Lake,975,@,-132.3,63.983,45,32,38,20,34,62,102,91,75,69,61,48,685
434316F6,NA,BEAVER RIVER,780,@,-117.4617,51.5097,111,36,41,28,16,32,31,32,33,64,93,76,627
43425706,NA,DON COL,770,@,-117.1792,51.4833,59,26,25,22,29,41,52,39,33,36,61,50,495
4342E488,NA,EAST CREEK,2030, ,-116.9306,50.6417,154,99,104,98,98,145,74,92,87,136,135,147,1404
4340028E,NA,COLDSTREAM R,600,@,-118.5969,51.6683,85,59,64,41,52,42,68,39,71,86,117,80,816
4343301A,NA,KINBASKET GA,770,@,-117.8917,51.8833,66,53,53,40,29,43,55,51,45,97,95,58,707
4345054E,NA,ILLIWAET RIV,500,@,-118.0825,51.0136,101,65,65,54,57,69,64,56,60,89,115,100,909
4343236C,NA,DUNCAN BB CR,590,@,-117.0472,50.6381,129,58,88,51,50,69,47,41,42,76,100,108,884
4342F7FE,NA,MORFEE MOUNT,1860, ,-114.975,49.4472,84,128,87,105,98,114,137,43,60,113,129,132,1249
FIV000,NA,FIV,1783,@,-124.8972,51.5208,112,98,97,59,65,47,62,63,59,174,160,131,1135
STI000,NA,STI,1882,@,-124.355,51.3333,124,78,56,46,38,36,41,35,22,113,145,99,834
1094785,NA,MACKAY RIVER,1219, ,-120.717,52.383,62,50,67,51,91,104,99,70,79,93,84,101,941
3050520,NA,BANFF,1384, ,-115.56,51.18,24,19,23,35,55,69,53,53,44,30,29,23,463
3051720,NA,COLEMAN,1341, ,-114.58,49.63,39,33,37,40,62,77,51,47,46,43,50,33,564
3052780,NA,GHOST RS,1417, ,-114.93,51.3,14,15,34,46,67,103,92,74,51,25,19,13,541
3053520,NA,JASPER,1062, ,-118.06,52.88,26,13,17,19,31,51,57,54,35,31,26,19,385
3055120,NA,PEKISKO,1439, ,-114.41,50.36,30,29,55,74,85,119,65,69,62,40,34,27,686
3057160,NA,WATERTON RIV,1281, ,-113.83,49.11,65,44,78,73,88,111,53,54,67,69,70,47,838
3057200,NA,MOUNTAIN VIE,1408, ,-113.73,49.11,59,45,69,78,90,126,55,51,61,51,53,44,803
3057243,NA,WATERTON RIV,1281, ,-113.83,49.11,65,44,78,73,88,111,53,54,67,69,70,47,838
3072520,NA,FAIRVIEW,670, ,-118.38,56.06,26,18,20,21,50,74,78,48,35,29,25,21,439
3072600,NA,FALHER,582, ,-117.2,55.73,27,16,14,19,40,70,67,55,41,30,32,20,431
3072658,NA,FORT CHIPEWY,232, ,-111.11,58.76,18,13,18,19,28,50,61,45,38,34,24,20,374
3072720,NA,FORT VERMILI,279, ,-116.03,58.38,18,16,19,18,36,47,63,56,35,28,19,17,374
3072840,NA,GOODFARE CDA,762, ,-119.76,55.26,43,22,34,26,47,71,71,54,49,29,38,26,510
3072900,NA,GRANDE CACHE,1250, ,-119.1,53.9,25,23,33,24,63,73,87,67,57,35,32,25,544
3073640,NA,KEG RIVER,427, ,-117.86,57.8,26,20,24,20,40,70,65,69,44,23,30,23,455
3074902,NA,NOTIKEWIN EA,465, ,-117.56,57.01,23,16,20,16,39,59,73,43,33,21,20,18,380
3074933,NA,CLEARDALE,643, ,-119.48,56.31,26,18,21,16,44,66,73,55,37,26,27,19,427
3075040,NA,PEACE RIVER,571, ,-117.43,56.23,20,14,14,17,37,66,62,45,38,24,21,16,371
3076675,NA,VALLEYVIEW R,762, ,-117.26,55.06,30,17,20,23,44,72,85,59,47,27,27,24,474
3076940,NA,WANHAM CDA,561, ,-118.4,55.78,27,18,22,25,46,71,68,57,44,28,26,22,451
3050731,NA,BOB CREEK,1372, ,-114.25,49.88,32,37,47,69,74,70,59,76,38,30,26,25,595
3050779,NA,BOW VALLEY P,1318, ,-115.06,51.08,25,27,39,69,72,85,52,73,50,31,23,19,563
30507AC,NA,BLAIRMORE HQ,1311, ,-114.43,49.61,28,42,37,43,73,63,58,53,48,52,49,32,583
3051165,NA,CAMERON FALL,1311, ,-113.91,49.05,73,67,106,85,123,105,76,70,75,113,127,67,1107
3051430,NA,CASTLE,1360, ,-114.33,49.4,81,68,66,113,93,115,49,45,52,50,56,60,872
3051740,NA,COLUMBIA ICE,1981,@,-117.16,52.23,120,79,105,60,42,78,68,56,61,72,88,71,948
3052765,NA,LIVINGSTONE,1417, ,-114.38,49.88,50,29,52,78,78,114,47,39,50,41,33,38,655
3053250,NA,HIGHWOOD,1493,@,-114.63,50.38,44,25,55,73,91,125,42,36,50,32,31,33,634
3053602,NA,KANANASKIS B,1463, ,-115.11,50.98,47,40,40,55,79,109,46,46,45,36,37,35,625
3055883,NA,SHEEP RS,1494, ,-114.65,50.65,27,27,52,94,78,165,50,67,56,39,27,25,693
3056272,NA,SUNWAPTA,1555,@,-117.45,52.45,29,15,29,20,33,57,74,69,42,34,35,28,470
3057240,NA,WATERTON PAR,1280, ,-113.91,49.05,100,75,96,110,106,142,42,34,96,93,83,80,1090
3057570,NA,WILLOW CREEK,1478, ,-114.35,50.25,38,26,53,95,84,165,59,48,53,38,30,27,706
3070310,NA,ASSUMPTION,305, ,-118.68,58.7,19,20,25,19,26,51,86,52,35,32,23,22,407
3070642,NA,BERWYN CDA,626, ,-117.68,56.15,15,12,9,13,62,66,75,51,37,26,14,19,392
3070720,NA,BLUEBERRY MT,732, ,-119.13,55.93,37,27,34,32,35,74,64,47,49,32,45,27,505
3072002,NA,DEBOLT RS,610, ,-118.06,54.93,33,23,27,22,40,80,69,69,39,26,31,28,491
3072063,NA,DEMMITT CDA,793, ,-119.93,55.45,41,18,37,17,41,87,72,60,62,29,37,31,536
3072536,NA,FAIRVIEW FSA,646, ,-118.38,56.06,27,17,21,18,37,64,62,44,43,22,29,26,410
3073641,NA,KEG RIVER RS,405, ,-117.61,57.75,21,11,17,28,35,63,60,64,32,33,24,14,400
3073673,NA,KSITUAN,640, ,-119.06,55.9,30,13,19,19,50,73,68,58,37,35,22,24,447
3074320,NA,MCLENNAN CDA,623, ,-116.95,55.71,32,22,20,19,43,74,66,57,44,23,29,28,460
3074743,NA,MUSKEG RS,1227, ,-118.65,53.91,22,20,34,39,56,70,88,76,54,32,25,20,536
3074874,NA,NORTH STAR,485, ,-117.56,56.83,24,13,23,17,48,69,70,48,38,25,19,17,407
3075600,NA,RYCROFT,610, ,-118.78,55.75,30,23,23,27,42,69,74,49,40,23,31,23,451
3076060,NA,SOUTH WAPITI,762, ,-119.2,54.93,34,20,33,27,51,83,79,73,61,34,32,30,556
3076071,NA,SPIRIT RIVER,630, ,-118.83,55.78,26,21,19,20,36,65,68,49,43,25,23,23,418
502607,NA,EAGLE,259, ,-141.2,64.783,15,11,9,8,26,39,52,45,32,25,21,21,311
500676,NA,BELL ISLAND,3, ,-131.583,55.917,292,153,220,169,128,115,155,214,308,383,353,254,2754
501201,NA,CALDER,6, ,-132.45,56.167,279,204,245,167,166,75,106,166,276,412,412,313,2853
503470,NA,GULL COVE,6, ,-136.15,58.2,311,135,236,121,99,70,146,148,309,392,337,216,2540
504342,NA,KASAN,9, ,-132.4,55.533,224,150,170,161,148,92,112,118,173,256,299,260,2169
504555,NA,KENNECOTT,674,@,-142.883,61.483,54,33,29,11,37,35,71,98,92,69,54,45,619
507854,NA,RADIOVILLE,6, ,-136.15,57.6,284,129,208,128,138,110,232,262,372,401,375,253,2896
508307,NA,SECLUSION HA,6, ,-134.05,56.55,338,174,215,154,143,99,122,229,233,418,413,296,2854
509702,NA,VIEW COVE,3, ,-133.067,55.067,543,283,372,293,205,136,172,209,334,507,610,480,4130
509930,NA,YAKATAGA AP,9, ,-142.5,60.083,247,172,151,116,158,103,151,228,361,362,325,291,2688
500910,NA,BOUNDARY,793, ,-141.117,64.067,12,10,14,2,38,37,71,71,22,16,14,21,330
505752,NA,MC CARTHY 1,488, ,-142.917,61.433,18,14,20,11,18,38,61,58,64,62,35,29,433
505754,NA,MC CARTHY 1,470, ,-142.9,61.433,46,32,21,14,27,44,88,62,79,56,58,33,559
507513,NA,PORT ALCAN,589, ,-141,62.617,7,5,8,3,31,47,59,49,27,9,9,7,258
41P06S,NA,MISSION CR,274, ,-141.2,64.783,18,13,11,8,24,32,48,39,30,24,23,22,299
newsnot7,NA,SNETTISH,8, ,-134.1,58.317,434,295,305,212,247,182,204,292,586,728,457,380,4397
41P02,NA,CHICKEN AIRS,502, ,-141.95,64.0667,12,10,7,6,22,34,46,41,27,21,17,17,273
41P03,NA,BOUNDARY,1066, ,-141.3333,64.1333,18,14,10,9,32,49,66,59,39,30,25,25,391
42O01,NA,MT. FAIRPLAY,944, ,-142.2667,63.7,19,14,8,5,28,70,101,53,41,24,24,14,417
41P06,NA,MISSION CREE,274, ,-141.2,64.7833,18,13,11,8,24,32,49,39,30,25,23,22,307
akps002,NA,PS Mt Bear,2259, ,-141.0417,61.1667,207,143,96,67,122,209,413,297,369,263,265,150,2582
450008,NA,ABERDEEN,3, ,-123.82,46.97,343,232,241,158,102,70,33,41,78,198,345,302,2137
450013,NA,ABERDEEN 20,133, ,-123.7,47.27,545,384,387,251,158,102,62,67,127,320,540,494,3436
450176,NA,ANACORTES,9, ,-122.62,48.52,95,56,58,53,44,38,26,25,32,66,102,87,674
450217,NA,APPLETON,712, ,-121.27,45.82,166,93,94,46,31,22,8,13,24,68,147,142,855
450257,NA,ARLINGTON,30, ,-122.13,48.2,154,95,121,114,93,72,45,45,62,116,169,139,1210
450482,NA,BATTLE GROUN,87, ,-122.53,45.77,199,128,146,100,81,68,23,34,55,122,215,189,1359
450574,NA,BELLINGHAM F,45, ,-122.53,48.8,124,80,82,76,63,51,34,35,42,96,142,112,932
450668,NA,BICKLETON,914, ,-120.3,46,60,35,34,21,22,19,8,9,11,24,63,58,367
450729,NA,BLAINE,18, ,-122.75,49.01,142,98,97,79,64,53,34,38,47,110,169,138,1067
450872,NA,BREMERTON,49, ,-122.67,47.57,207,141,158,83,61,43,21,24,46,122,233,204,1337
450945,NA,BUCKLEY 1NE,209, ,-122,47.17,170,110,123,111,90,84,37,44,61,115,188,141,1261
451205,NA,CATHLAMET 6,55, ,-123.3,46.27,339,213,222,150,98,79,32,46,82,185,321,284,2049
451233,NA,CEDAR LAKE,475, ,-121.74,47.42,370,239,279,229,173,151,69,68,120,241,394,304,2608
451276,NA,CENTRALIA,56, ,-122.95,46.72,192,118,132,88,61,53,21,31,48,115,199,167,1220
451350,NA,CHELAN,341, ,-120.03,47.83,34,25,25,22,18,20,6,11,11,18,43,39,274
451395,NA,CHEWELAH,509, ,-117.72,48.28,60,44,55,42,58,50,24,22,28,40,77,71,559
451400,NA,CHIEF JOSEPH,250, ,-119.65,48,28,25,25,19,23,24,10,11,11,17,40,36,267
451414,NA,CHIMACUM 4 S,43, ,-122.78,47.95,88,61,87,63,57,48,24,26,30,63,103,106,748
451484,NA,CLEARBROOK,20, ,-122.34,48.97,138,98,108,99,83,71,46,45,66,128,174,129,1179
451496,NA,CLEARWATER,24, ,-124.3,47.58,458,326,340,238,164,92,68,72,131,308,469,417,3086
451504,NA,CLE ELUM,585, ,-120.95,47.19,107,59,47,37,23,23,9,15,20,47,104,96,588
451586,NA,COLFAX 1NW,599, ,-117.39,46.89,61,46,57,42,43,41,18,15,21,37,65,62,504
451666,NA,CONCONULLY,707, ,-119.75,48.55,36,33,35,29,45,43,18,23,19,28,45,44,394
451679,NA,CONCRETE PPL,59, ,-121.77,48.55,265,165,189,135,98,78,46,44,82,190,308,238,1833
451690,NA,CONNELL 1 W,311, ,-118.88,46.67,22,18,23,17,20,14,7,7,8,20,33,27,217
451691,NA,CONNELL 12 S,329, ,-118.77,46.5,28,20,29,19,22,20,7,8,10,22,38,30,252
451760,NA,COUGAR 6 E,201, ,-122.2,46.07,500,334,339,206,136,106,38,52,94,254,499,437,2991
451767,NA,COULEE DAM 1,518, ,-119,47.95,24,21,24,22,33,25,14,11,13,17,40,35,273
451783,NA,COUPEVILLE 1,15, ,-122.7,48.2,67,40,49,51,47,36,21,24,30,48,73,67,546
451992,NA,DARRINGTON R,168, ,-121.6,48.25,314,207,235,150,106,84,45,48,87,212,356,275,2111
452007,NA,DAVENPORT,744, ,-118.14,47.66,38,31,38,29,36,31,18,11,17,29,58,47,375
452030,NA,DAYTON 1WSW,475, ,-118,46.32,61,40,57,41,38,34,14,13,22,45,70,56,486
452157,NA,DIABLO DAM,272, ,-121.15,48.72,301,183,191,131,91,69,45,43,90,229,379,274,2026
452220,NA,DOTY 3 E,79, ,-123.2,46.63,234,141,164,104,65,53,20,30,51,127,237,199,1417
452505,NA,ELLENSBURG,451, ,-120.55,46.97,33,21,20,15,16,17,6,9,11,17,35,34,234
452531,NA,ELMA,21, ,-123.4,47,288,184,193,130,78,57,29,35,66,166,281,245,1745
452548,NA,ELWHA RANGER,110, ,-123.58,48.03,241,151,158,88,53,32,17,26,41,139,249,225,1411
452614,NA,EPHRATA FAA,384, ,-119.52,47.32,20,16,19,13,15,14,8,6,8,13,29,28,190
452675,NA,EVERETT,18, ,-122.19,47.99,119,73,99,78,68,60,31,35,48,90,140,116,945
452914,NA,FORKS 1E,107, ,-124.37,47.96,462,335,342,232,154,86,61,61,107,301,471,440,3053
453177,NA,GLENOMA 1 W,265, ,-122.17,46.52,266,164,173,142,96,82,30,38,69,149,275,227,1705
453284,NA,GRAPEVIEW 3S,16, ,-122.87,47.3,214,147,153,88,59,46,23,29,49,129,232,193,1354
453320,NA,GRAYLAND,3, ,-124.08,46.8,298,198,221,139,93,65,36,40,74,195,307,265,1928
453333,NA,GRAYS RIVER,30, ,-123.57,46.38,455,303,315,198,135,98,49,59,101,269,456,403,2838
453357,NA,GREENWATER,527, ,-121.63,47.13,249,147,163,135,102,88,44,48,73,154,256,195,1639
453515,NA,HARRINGTON 4,689, ,-118.18,47.48,33,28,35,27,34,29,15,10,14,27,51,42,341
453529,NA,HARTLINE,582, ,-119.1,47.68,25,23,26,22,27,26,14,10,12,17,41,35,273
453546,NA,HATTON 9 SE,460, ,-118.65,46.73,26,21,29,22,22,16,8,10,11,24,41,33,262
453730,NA,HOLDEN VILLA,981, ,-120.78,48.2,169,100,85,38,29,32,20,26,41,103,182,163,995
453807,NA,HOQUIAM FAA,4, ,-123.92,46.97,271,188,194,123,87,58,30,35,70,169,287,244,1754
453883,NA,ICE HARBOR D,112, ,-118.87,46.25,30,21,28,18,23,19,5,9,11,21,38,32,255
454077,NA,KAHLOTUS 5 S,408, ,-118.6,46.58,29,20,30,22,24,20,9,7,12,24,41,33,267
454154,NA,KENNEWICK,119, ,-119.1,46.22,27,17,19,13,17,12,4,8,8,16,31,26,196
454169,NA,KENT,9, ,-122.23,47.4,149,95,105,73,54,51,21,28,45,96,170,140,1022
454338,NA,LA CROSSE,451, ,-117.88,46.82,44,33,40,30,30,27,12,10,15,29,52,47,367
454446,NA,LAKE WENATCH,611, ,-120.8,47.83,215,100,78,48,35,29,13,19,29,94,176,172,1014
454486,NA,LANDSBURG,163, ,-121.97,47.38,205,139,148,122,99,89,40,44,70,135,228,184,1492
454549,NA,LAURIER,501, ,-118.23,49,48,34,42,42,60,62,38,28,25,38,57,54,508
454572,NA,LEAVENWORTH,344, ,-120.67,47.57,129,69,58,32,20,20,9,13,17,54,120,118,663
454679,NA,LIND 3 NE,497, ,-118.58,47,23,18,26,22,24,18,8,9,11,22,38,29,246
454764,NA,LONGMIRE RAI,842, ,-121.82,46.76,359,211,201,154,115,110,41,52,93,198,329,286,2141
454769,NA,LONGVIEW,4, ,-122.92,46.16,185,114,122,92,69,60,25,33,51,109,188,164,1210
455133,NA,MAZAMA,661, ,-120.45,48.62,105,56,47,29,28,27,19,19,25,50,94,98,605
455224,NA,MC MILLIN RE,176, ,-122.27,47.13,154,100,110,87,66,63,26,34,47,98,170,135,1084
455231,NA,MC NARY DAM,110, ,-119.3,45.95,27,17,20,15,17,12,5,7,8,16,32,27,204
455305,NA,MERWIN DAM,68, ,-122.567,45.967,319,203,216,145,105,88,30,44,72,175,307,278,1977
455387,NA,MILL CREEK D,358, ,-118.27,46.08,56,40,58,44,42,33,14,16,22,46,71,54,491
455525,NA,MONROE,37, ,-121.98,47.85,169,101,132,101,81,70,36,45,66,125,188,156,1261
455659,NA,MOUNT ADAMS,597, ,-121.53,46,218,138,128,55,36,29,9,18,31,88,206,184,1144
455678,NA,MOUNT VERNON,4, ,-122.38,48.43,111,67,75,72,62,53,32,35,44,85,122,95,843
455688,NA,MOXEE CITY 1,472, ,-120.17,46.52,23,16,20,17,17,16,6,11,10,16,29,24,204
455704,NA,MUD MOUNTAIN,399, ,-121.93,47.15,191,118,138,137,120,111,48,57,74,134,215,158,1483
455774,NA,NASELLE 2 EN,15, ,-123.75,46.38,470,322,351,198,137,91,47,53,93,264,487,418,2923
455832,NA,NESPELEM 2 S,576, ,-118.98,48.13,31,26,31,29,37,29,16,15,17,26,49,43,342
455840,NA,NEWHALEM,160, ,-121.25,48.68,307,200,194,135,96,78,51,47,89,229,358,287,2079
455844,NA,NEWPORT,651, ,-117.05,48.18,83,60,64,52,64,61,32,27,33,52,104,92,715
455946,NA,NORTHPORT,411, ,-117.79,48.92,48,38,44,40,57,66,35,30,30,40,62,63,534
456011,NA,OAKVILLE,24, ,-123.23,46.83,251,153,162,106,67,59,21,32,57,138,245,216,1501
456039,NA,ODESSA,466, ,-118.7,47.32,27,22,27,20,24,17,9,7,12,19,41,36,260
456096,NA,OLGA 2SE,24, ,-122.8,48.62,109,64,63,58,47,36,25,27,34,77,117,97,747
456114,NA,OLYMPIA WSO,59, ,-122.9,46.97,219,133,134,91,58,46,20,30,49,122,228,187,1311
456215,NA,OTHELLO 6 ES,363, ,-119.05,46.8,23,19,22,17,20,16,6,7,8,17,32,27,215
456262,NA,PACKWOOD,323, ,-121.67,46.62,270,152,138,93,67,58,23,31,54,134,241,214,1469
456295,NA,PALMER 3 ESE,280, ,-121.85,47.3,308,207,239,206,165,149,70,74,109,204,320,266,2294
456534,NA,PLAIN,591, ,-120.65,47.78,139,76,62,37,28,26,10,17,20,62,130,125,737
456610,NA,POMEROY,579, ,-117.59,46.49,54,35,46,31,38,33,15,15,20,34,51,45,416
456624,NA,PORT ANGELES,27, ,-123.44,48.12,109,58,54,38,28,22,12,19,26,65,114,101,643
456678,NA,PORT TOWNSEN,30, ,-122.75,48.12,64,37,52,48,46,39,22,22,27,44,75,74,543
456747,NA,PRIEST RAPID,140, ,-119.9,46.65,21,14,17,11,11,10,4,7,8,12,28,26,170
456768,NA,PROSSER 4 NE,275, ,-119.75,46.25,24,15,17,17,19,16,6,8,10,17,29,27,205
456789,NA,PULLMAN 2NW,776, ,-117.19,46.77,68,51,60,43,45,46,20,18,23,45,77,63,555
456803,NA,PUYALLUP EXP,15, ,-122.34,47.21,156,102,106,78,55,52,22,30,42,95,170,142,1045
456846,NA,QUILCENE 2 S,37, ,-122.92,47.82,185,140,166,97,78,59,27,28,39,124,228,205,1367
456858,NA,QUILLAYUTE W,55, ,-124.55,47.95,400,285,297,207,145,84,59,62,106,273,408,364,2694
456880,NA,QUINCY 1 S,388, ,-119.85,47.22,21,16,19,14,16,15,6,8,10,15,34,31,205
456896,NA,RAINIER OHAN,594, ,-121.57,46.73,355,203,188,126,85,73,26,39,69,180,324,294,1959
456898,NA,RAINIER PARA,1654, ,-121.73,46.78,493,316,328,232,145,113,49,63,109,264,491,413,3003
456909,NA,RANDLE 1 E,274, ,-121.93,46.53,249,146,148,118,81,79,28,36,64,138,242,210,1532
456974,NA,REPUBLIC,796, ,-118.73,48.65,37,29,37,32,47,51,27,26,23,28,46,46,418
457015,NA,RICHLAND,114, ,-119.27,46.32,24,18,17,13,17,12,4,6,7,14,29,25,184
457059,NA,RITZVILLE 1S,558, ,-118.37,47.12,30,26,31,24,26,22,10,9,13,25,46,39,298
457180,NA,ROSALIA,732, ,-117.37,47.23,55,39,48,38,44,43,19,15,21,36,62,56,469
457185,NA,ROSS DAM,377, ,-121.05,48.73,228,138,140,85,60,46,32,30,60,166,272,204,1466
457267,NA,ST JOHN,593, ,-117.58,47.1,50,34,47,37,42,36,18,15,21,34,60,52,440
457319,NA,SAPPHO 8 E,232, ,-124.12,48.07,371,266,260,182,122,72,49,55,94,251,409,343,2469
457458,NA,SEATTLE-URBA,6, ,-122.3,47.66,143,91,103,71,52,46,22,29,42,95,161,137,985
457470,NA,SEATTLE SAND,18, ,-122.25,47.68,144,92,103,72,55,51,23,31,44,95,157,138,997
457473,NA,SEATTLE-TAC,137, ,-122.3,47.45,145,91,96,65,47,44,19,27,42,94,166,135,965
457507,NA,SEDRO WOOLLE,18, ,-122.24,48.51,155,98,111,108,79,72,45,44,68,119,180,134,1202
457584,NA,SHELTON,7, ,-123.1,47.2,284,184,182,113,65,49,23,29,58,154,290,250,1679
457727,NA,SMYRNA,171, ,-119.67,46.83,26,18,20,13,16,15,6,7,9,13,32,30,205
457773,NA,SNOQUALMIE F,134, ,-121.85,47.55,237,141,166,130,97,81,38,41,70,148,251,208,1595
457938,NA,SPOKANE WSO,718, ,-117.54,47.64,50,35,43,33,41,42,18,14,18,31,62,54,434
458034,NA,STARTUP 1 E,52, ,-121.72,47.87,226,130,166,155,125,104,54,54,85,159,248,198,1684
458059,NA,STEHEKIN 4NW,387, ,-120.72,48.36,163,89,79,41,28,26,14,21,32,89,178,158,925
458089,NA,STEVENS PASS,1241, ,-121.08,47.73,358,209,209,138,100,88,37,46,78,195,348,309,2110
458207,NA,SUNNYSIDE,228, ,-120,46.32,23,13,15,13,14,11,4,7,10,15,26,24,175
458500,NA,TOLEDO,99, ,-122.85,46.47,185,113,132,89,65,60,20,31,48,105,172,156,1173
458508,NA,TOLT SOUTH F,610, ,-121.68,47.7,306,196,233,214,170,142,70,73,111,220,325,261,2292
458773,NA,VANCOUVER 4N,64, ,-122.66,45.69,168,105,111,74,65,48,20,27,43,91,169,157,1077
458928,NA,WALLA WALLA,355, ,-118.29,46.11,59,44,59,46,45,33,14,16,22,49,76,56,512
458959,NA,WAPATO,256, ,-120.42,46.43,27,16,18,14,14,15,5,8,9,13,29,28,197
459012,NA,WATERVILLE,799, ,-120.07,47.66,38,22,22,22,24,23,9,15,13,18,45,41,291
459021,NA,WAUNA 3 W,6, ,-122.7,47.37,211,140,154,86,58,50,23,29,46,124,225,194,1334
459058,NA,WELLPINIT,759, ,-118,47.9,48,39,48,41,47,41,23,16,21,35,74,64,488
459074,NA,WENATCHEE,195, ,-120.32,47.42,35,20,18,15,13,17,6,10,9,14,37,35,230
459082,NA,WENATCHEE FA,375, ,-120.2,47.4,30,17,18,17,15,17,6,9,9,13,33,32,217
459200,NA,WHITMAN MISS,193, ,-118.45,46.05,41,29,39,32,32,26,11,12,15,32,52,40,361
459238,NA,WILBUR,680, ,-118.67,47.76,28,25,29,25,33,27,17,13,15,22,46,38,315
459376,NA,WINTHROP 1 W,535, ,-120.183,48.467,51,29,26,22,26,28,15,17,16,24,53,62,372
459465,NA,YAKIMA WSO A,324, ,-120.533,46.567,32,17,19,14,12,16,4,8,9,14,29,32,208
450184,NA,ANATONE,1088, ,-117.13,46.13,59,39,54,47,63,65,21,20,24,51,62,47,545
450242,NA,MERWIN DAM,67, ,-122.57,45.97,339,201,219,131,90,85,21,38,68,214,301,285,1947
450456,NA,BARING,235, ,-121.483,47.767,409,274,291,215,152,112,64,60,121,248,473,384,2797
450844,NA,BOUNDARY,549, ,-117.35,48.983,64,51,63,57,71,81,44,37,39,55,87,74,707
450917,NA,BROOKLYN,58, ,-123.52,46.77,354,219,242,157,71,66,27,40,77,221,322,316,2151
450969,NA,BUMPING LAKE,1049, ,-121.3,46.87,208,137,131,66,52,48,15,16,33,126,207,210,1247
451385,NA,CHESAW  4,1207, ,-119.067,49,30,21,21,30,45,56,24,27,25,23,36,38,364
451465,NA,CLALLAM BAY,9, ,-124.25,48.27,396,217,208,138,69,47,34,40,65,202,339,320,2058
451630,NA,COLVILLE,503, ,-117.9,48.55,47,35,34,32,36,50,17,14,26,50,56,51,435
451650,NA,COLVILLE AP,575, ,-117.88,48.55,54,37,42,33,47,54,25,21,24,39,65,56,487
451934,NA,CUSHMAN DAM,232, ,-123.22,47.42,454,270,293,167,90,67,31,34,85,269,420,423,2613
451972,NA,DALLESPORT 9,585, ,-121.15,45.75,116,63,57,29,23,18,5,12,17,54,102,95,594
452066,NA,DEER PARK AP,651, ,-117.43,47.95,75,50,52,45,48,52,17,17,24,57,87,78,601
452175,NA,DISAUTEL,1064, ,-119.1,48.433,33,26,32,33,54,46,27,21,23,31,43,39,399
452493,NA,ELECTRON HEA,527, ,-122.03,46.9,264,161,167,140,109,99,35,50,73,189,251,235,1754
452540,NA,ELTOPIA 7,274, ,-119.167,46.483,28,17,18,13,21,19,4,6,8,20,33,30,216
452706,NA,EWAN,525, ,-117.73,47.12,51,33,34,27,33,39,11,12,18,43,54,49,391
453160,NA,GLACIER R S,285, ,-121.95,48.88,239,160,159,121,75,83,48,57,84,206,244,227,1725
453222,NA,GOLDENDAL,503, ,-120.833,45.75,84,45,46,23,22,24,5,6,13,47,75,72,459
453903,NA,INCHELIUM,515, ,-118.217,48.317,57,35,42,30,39,32,13,14,21,35,67,62,441
453975,NA,IRENE MTN WA,823, ,-118.9,48.82,28,19,24,30,49,67,32,27,22,32,34,31,378
454084,NA,KALAMA FA,95, ,-122.717,46.017,253,176,206,137,107,71,28,44,78,145,270,248,1841
454159,NA,KENNEWICK,457, ,-119.3,46.133,35,17,20,16,21,24,5,5,7,25,38,33,244
454201,NA,KID VALLEY,210, ,-122.62,46.37,235,144,174,134,98,80,28,48,59,155,214,211,1551
454286,NA,GLENOMA 1 W,238, ,-122.18,46.5,225,152,162,120,90,88,23,35,64,171,253,235,1614
454360,NA,LA GRANDE,293, ,-122.317,46.833,138,84,106,87,67,62,22,36,46,96,134,128,999
454394,NA,LAKE CLE ELU,689, ,-121.07,47.25,196,102,86,47,28,25,9,14,28,103,167,162,949
454406,NA,LAKE KACHESS,692, ,-121.2,47.27,245,149,147,79,55,52,16,19,44,143,221,223,1367
454414,NA,LAKE KEECHEL,756, ,-121.33,47.32,295,182,185,106,72,64,20,25,62,189,288,279,1749
454438,NA,LAKE SUTHERL,176, ,-123.7,48.08,265,161,153,90,50,37,25,33,50,177,250,243,1509
454748,NA,LONG BEACH E,8, ,-124.04,46.37,308,222,251,150,108,82,44,41,94,191,318,307,2114
