"BGC","STATION","Latitude","Longitude","Elevation","Name","AHM","MAP","MAT","MCMT","MSP","MWMT","PPT_at","PPT_sm","PPT_sp","PPT_wt","SHM","Tave_at","Tave_sm","Tave_sp","Tave_wt","TD","Tmax_at","Tmax_sm","Tmax_sp","Tmax_wt","Tmin_at","Tmin_sm","Tmin_sp","Tmin_wt"
"BGxh2","1163810",50.716667,-120.433334,409,"KAMLOOPS CDA",3.6646171702638,-3.98759999999999,1.20603333333333,2.4202,11.7088,1.05316,-8.8492,14.2108,-0.831600000000002,-8.544,-17.845427625899,1.02553333333333,1.1553333333333,1.39712,1.32286666666667,-1.36672,0.804679999999999,0.818493333333301,1.1476266666667,1.09189333333333,1.24566666666667,1.4906533333333,1.64641333333333,1.55352
"BGxh2","1160540",50.716667,-121.333336,502,"ASHCROFT M",-5.0944755555556,18.0124,0.131033333333331,0.2702,23.7088,0.20316,-2.8492,11.2108,7.1684,2.456,-35.938238145695,-0.041133333333331,0.405333333333299,0.780453333333329,-0.5438,-0.0667200000000001,0.0713466666666989,0.118493333333301,0.514293333333301,-0.674773333333333,-0.15433333333333,0.6906533333333,1.04641333333333,-0.413146666666671
"BGxh2","1167637",50.416667,-121.316666,377,"SPENCES BRID",11.2353048062016,-23.9876,1.7477,2.0702,-0.291200000000003,1.75316,-2.8492,-0.789199999999994,-2.8316,-17.544,2.485394330709,1.65886666666667,1.9886666666667,2.0304533333333,1.38953333333333,-0.31672,1.6713466666667,2.0184933333333,2.1476266666667,1.39189333333333,1.64566666666667,1.95732,1.91308,1.38685333333333
"BGxh2","1163779",50.666667,-120.333336,460,"KAMLOOPS",-1.3134710662177,15.0124,1.06853333333333,2.0702,24.7088,1.05316,-0.849199999999996,16.2108,8.1684,-8.544,-31.258907368421,0.80886666666667,1.272,1.2137866666667,1.0562,-1.01672,0.404679999999999,0.618493333333301,0.747626666666699,0.65856,1.21233333333333,1.9239866666667,1.67974666666667,1.45352
"BGxh2","1163875",50.683333,-120.25,390,"KAMLOOPS VAL",-2.56988846846851,14.0124,0.631033333333331,2.1202,13.7088,0.20316,3.1508,5.21080000000001,6.1684,-0.543999999999997,-26.098399716312,0.325533333333329,0.372,0.86378666666667,1.03953333333333,-1.91672,-0.1286533333333,0.18516,0.947626666666702,0.65856,0.779,0.557320000000001,0.77974666666667,1.42018666666667
"BGxh2","1161215",50.916667,-121.416664,516,"CACHE CREEK",-5.8075981609195,8.01240000000001,-0.69396666666667,0.620200000000001,38.7088,-1.19684,3.1508,28.2108,4.1684,-27.544,-56.908875662651,-0.8578,-0.9613333333333,-0.63621333333333,-0.2438,-1.81672,-0.3286533333333,-0.1481733333333,0.0476266666666998,-0.108106666666667,-1.38766666666667,-1.7760133333333,-1.32025333333333,-0.37981333333333
"BGxh2","116NJRF",50.65,-120.01667,353,"MONTE CREEK",-13.9209622535211,73.0124,0.3977,1.9202,47.7088,0.103160000000003,18.1508,28.2108,16.1684,10.456,-55.537102857143,0.12553333333333,0.255333333333301,0.463786666666669,0.82286666666667,-1.81672,0.1713466666667,0.918493333333299,1.0142933333333,0.62522666666667,0.0789999999999997,-0.4093466666667,-0.0869200000000001,1.02018666666667
"BGxh2","1163780",50.70222,-120.441902,346,"KAMLOOPS A",0.335497249417301,4.01240000000001,0.818533333333331,1.8702,22.7088,0.70316,-4.8492,17.2108,6.1684,-14.544,-31.67996,0.608866666666669,0.855333333333302,0.997119999999999,0.88953333333333,-1.16672,0.50468,0.551826666666699,0.980960000000001,0.89189333333333,0.71233333333333,1.15732,1.01308,0.88685333333333
"BGxw1","116412",50.205833,-120.337502,891,"LAUDER RANCH",6.4502957575758,-52.4316,-0.31602666666667,-0.0571200000000003,11.3044,-0.770520000000001,-15.908,4.72799999999999,-5.6536,-35.3396,-27.39992,-0.1544,-0.538306666666701,-0.32044,-0.17772,-0.713239999999999,-0.1136533333333,-0.573613333333299,-0.661906666666701,-0.319786666666667,-0.197626666666667,-0.50216,0.0204666666666667,-0.0366933333333295
"BGxw1","116409",50.138889,-120.689445,634,"CHUTTER RAN",19.9355974928775,-93.4316,0.471473333333329,0.89288,-17.6956,0.179479999999998,-31.908,-8.27200000000001,-17.6536,-35.3396,7.53396429752098,0.21226666666667,0.511693333333298,0.71289333333333,0.52228,-0.713239999999999,1.01968,1.2930533333333,1.50476,0.74688,-0.597626666666667,-0.268826666666669,-0.0795333333333333,0.29664
"BGxw1","1125070",50.116667,-120.800003,626,"MERRITT",6.0954977777778,-27.4316,1.02147333333333,1.64288,-14.6956,0.429479999999998,-13.908,-11.272,1.3464,-3.3396,5.971047741935,0.96226666666667,0.811693333333299,1.37956,1.00561333333333,-1.21324,1.5530133333333,0.8263866666667,1.6380933333333,1.31354666666667,0.36904,0.797840000000001,1.12046666666667,0.69664
"BGxw1","1125586",50.25,-120.449997,638,"NICOLA LAKE",NA,NA,0.592306666666669,1.49288,12.3044,0.27948,1.092,6.72799999999999,-5.6536,NA,-21.194621986755,0.41226666666667,0.478359999999999,0.84622666666667,0.70561333333333,-1.21324,1.61968,1.0930533333333,1.6380933333333,1.41354666666667,-0.797626666666666,-0.135493333333329,0.0537999999999999,-0.00335999999999981
"BGxw1","1125079",50.11417,-120.800797,596,"MERRITT STP",6.2414212987013,-19.4316,1.52564,1.94288,-6.69560000000001,1.17948,-1.908,-4.27200000000001,-7.6536,-5.3396,2.78189818181798,1.4456,1.4450266666667,1.72956,1.55561333333333,-0.76324,1.7530133333333,1.75972,2.1714266666667,1.68021333333333,1.13570666666667,1.13117333333333,1.28713333333333,1.42997333333333
"BGxw1","1164LH5",50.6,-120.316666,867,"KNUTSFORD 2S",NA,52.5684,NA,0.19288,52.3044,NA,4.092,43.728,8.3464,-3.3396,NA,-0.48773333333333,NA,0.129560000000001,-0.49438666666667,NA,-1.2469866666667,NA,-0.328573333333301,-1.25312,0.26904,NA,0.587133333333333,0.26330666666667
"BGxw1","1122541",50.166667,-120.199997,810,"DOUGLAS LAKE",-3.4476042147923,1.5684,-0.45352666666667,0.24288,27.3044,-1.07052,-6.908,21.728,-3.6536,-9.3396,-40.098715180723,-0.47106666666667,-0.821640000000002,-0.120439999999999,-0.32772,-1.31324,0.8863466666667,0.259720000000002,0.771426666666699,0.580213333333333,-1.83096,-1.90216,-1.01286666666667,-1.23669333333333
"BGxw1","1163790",50.666667,-120.5,671,"KAMLOOPS AFT",NA,NA,1.25064,1.19288,25.3044,2.02948,-10.908,19.728,-5.6536,NA,-19.973090731707,0.7456,2.17836,1.67956,0.47228,0.836759999999998,0.119680000000001,1.9263866666667,1.5380933333333,-0.15312,1.36904,2.4311733333333,1.82046666666667,1.09664
"BGxw2","109QR57",51.85,-122.650002,549,"WINEGLASS RA",5.1441701010101,-25.2672,0.951133333333329,0.274760000000001,29.0432,1.493,-12.824,29.0948,-18.59,-23.792,-12.779467184466,0.683653333333329,1.8437066666667,1.80830666666667,-0.46289333333333,1.2174,0.8762133333333,1.82532,2.68656,-0.40636,0.492093333333333,1.8618933333333,0.929333333333333,-0.5205066666667
"BWBSdk","FIN",57.125,-125.249168,705,"Finlay R. ab",2.8354879120879,-70.874,0.4862,0.594720000000001,-19.0192,1.14084,-36.1616,-8.53479999999999,-6.68559999999999,-20.9,5.1343342731278,0.468933333333333,1.0438533333333,1.22016,-0.7318266666667,0.545439999999999,0.769839999999999,1.6024133333333,1.62384,-0.969306666666671,0.168306666666671,0.48681333333333,0.818680000000001,-0.492226666666703
"BWBSdk","OMI",55.94,-124.559998,782,"Ominica R. a",0.908393614304,-3.87400000000002,1.01536666666667,1.64472,-14.0192,1.04084,-9.16159999999999,-16.5348,21.3144,-0.900000000000006,3.4120951724138,1.0856,0.943853333333299,1.68682666666667,0.4015066666667,-0.604560000000003,1.36984,1.36908,1.72384,0.36402666666667,0.80164,0.52014666666667,1.65201333333333,0.441106666666698
