"ID1","ID2","lat","long","el"
1,"BAFAun",51.0663007498464,-123.787913660895,2848
2,"BAFAun",51.0566317591422,-123.341104603923,2263
3,"BAFAun",51.2179817336324,-124.453562334647,2110
4,"BAFAun",51.2067706207152,-123.780906908104,2075
5,"BAFAun",51.1970724892491,-123.332685040013,2226
6,"BAFAun",51.347219143838,-123.773855641364,2444
7,"BAFAun",51.504207067954,-124.895159411796,2240
8,"BAFAun",51.5017906486393,-124.669416132617,2537
9,"BAFAun",51.6466401436729,-125.118112427497,2186
10,"BAFAun",51.6446656523543,-124.891624513785,2241
11,"BAFAun",51.7870859394225,-125.115281634132,2366
12,"BAFAun",52.0705489033442,-125.566980923815,1999
13,"BAFAun",52.0694632138994,-125.338266143995,2046
14,"BAFAun",53.191947926135,-126.729448446743,1597
15,"BAFAun",53.6062978780991,-127.448076060277,1766
16,"BAFAun",54.0202575498178,-127.941624630861,1645
17,"BAFAun",53.8890506052772,-120.05050837838,1984
18,"BAFAun",54.0722895227969,-120.986126814908,1835
19,"BAFAun",54.051494287781,-120.508013627494,2026
20,"BAFAun",54.0403885079952,-120.26914242331,1878
21,"BAFAun",54.1801785283418,-120.249702221729,2166
22,"BAFAun",54.1685624083826,-120.010159452032,2086
23,"BAFAun",54.4444840464653,-127.719670083436,1944
24,"BAFAun",54.3418462209292,-120.711225541414,1973
25,"BAFAun",54.4709533034245,-120.451722586981,1778
26,"BAFAun",55.1328614654722,-128.487590946747,1624
27,"BAFAun",55.1514060795214,-127.257326674522,2005
28,"BAFAun",55.0708049682645,-121.354587361736,1748
29,"BAFAun",55.2938730354648,-127.014687692221,1735
30,"BAFAun",55.297123400008,-125.532219620461,1902
31,"BAFAun",55.4220993830433,-128.00959626999,1481
32,"BAFAun",55.4290788775536,-127.513993000523,1711
33,"BAFAun",55.5692856985014,-127.519312936847,1895
34,"BAFAun",55.6762509874987,-129.27051540822,1876
35,"BAFAun",55.7062284869902,-127.774240021594,1549
36,"BAFAun",55.7176212423266,-126.526074755777,1923
37,"BAFAun",55.8383853347417,-128.281282067977,1714
38,"BAFAun",55.8497104281891,-127.530065746294,1895
39,"BAFAun",55.9899301861443,-127.535499421308,2170
40,"BAFAun",55.9927231802913,-127.284119878689,1828
41,"BAFAun",56.1268533559926,-127.793207687605,1663
42,"BAFAun",56.1301561232293,-127.540971820629,1487
43,"BAFAun",56.1383693845958,-126.531700986614,1845
44,"BAFAun",56.1385830382663,-125.522213971126,1882
45,"BAFAun",56.2589409553112,-128.305750762521,1695
46,"BAFAun",56.27974321769,-126.027055302715,1828
47,"BAFAun",56.4134538940146,-127.297949259529,1744
48,"BAFAun",56.3953797378194,-123.486324872142,1867
49,"BAFAun",56.4947855596293,-130.104316507974,1829
50,"BAFAun",56.5591841798877,-126.537448858166,1754
51,"BAFAun",56.5599964864556,-126.282353242998,1828
52,"BAFAun",56.5403198978393,-123.732086494719,1970
53,"BAFAun",56.5303235249724,-123.222527445034,1796
54,"BAFAun",56.6427453497624,-129.86391314104,1864
55,"BAFAun",56.6501464928115,-129.60859886837,1430
56,"BAFAun",56.6570422414523,-129.353190604549,1618
57,"BAFAun",56.669316475392,-128.842118520187,1523
58,"BAFAun",56.6795660912426,-128.330749851533,1670
59,"BAFAun",56.7002904329894,-126.283374396253,1800
60,"BAFAun",56.7005983406763,-126.027348848863,2048
61,"BAFAun",56.7003988363117,-125.771322586041,1980
62,"BAFAun",56.6996919278994,-125.515302305207,1975
63,"BAFAun",56.6705079564901,-123.212492745838,1913
64,"BAFAun",56.7480568828252,-130.901770370932,1395
65,"BAFAun",56.7664596747223,-130.390070140617,1504
66,"BAFAun",56.7749018044211,-130.134044315424,1424
67,"BAFAun",56.7971871234777,-129.365343540615,1425
68,"BAFAun",56.8095068414621,-128.852423548082,1533
69,"BAFAun",56.8149047770867,-128.595847766011,1565
70,"BAFAun",56.831412187803,-127.56892943108,1699
71,"BAFAun",56.8342671239965,-127.312079720909,1890
72,"BAFAun",56.8397774037138,-126.541350312891,1708
73,"BAFAun",56.8288097342358,-124.229122985412,1810
74,"BAFAun",56.8159921110977,-123.458976239537,1852
75,"BAFAun",56.9229396499424,-129.892008887261,1564
76,"BAFAun",56.9303958379624,-129.634844881048,1546
77,"BAFAun",56.9373428967741,-129.377584821551,1682
78,"BAFAun",56.9437805442345,-129.120235453439,1945
79,"BAFAun",56.9551265789278,-128.60529583962,1738
80,"BAFAun",56.9716955768103,-127.574643111685,1742
81,"BAFAun",56.9809134201012,-126.285439022583,1938
82,"BAFAun",56.981223625921,-126.027548110893,1791
83,"BAFAun",56.9810226325089,-125.769656468019,1857
84,"BAFAun",56.9653054200335,-123.96496920465,1910
85,"BAFAun",56.9610168811673,-123.707317908995,1806
86,"BAFAun",57.0179790504942,-131.195010940167,1456
87,"BAFAun",57.0280132474413,-130.937499238475,1385
88,"BAFAun",57.0899225189988,-128.873259302889,1904
89,"BAFAun",57.1212445010156,-126.28648265887,1761
90,"BAFAun",57.112649624906,-124.474872516227,1666
91,"BAFAun",57.1055779098737,-123.957532664191,1767
92,"BAFAun",57.1579358880955,-131.21400636233,1344
93,"BAFAun",57.1775684135488,-130.696980028176,1622
94,"BAFAun",57.1866175234269,-130.438275090902,1747
95,"BAFAun",57.2031795737085,-129.920515791634,1682
96,"BAFAun",57.2489007677261,-127.845828543006,2106
97,"BAFAun",57.2615900216482,-126.28753395471,1778
98,"BAFAun",57.2617000582571,-125.7679658936,1861
99,"BAFAun",57.2458642926187,-123.950041589472,2113
100,"BAFAun",57.2979045869811,-131.233140952768,1732
101,"BAFAun",57.3080144389105,-130.973751920235,1879
102,"BAFAun",57.3176112124806,-130.714229046859,1635
103,"BAFAun",57.3508598668112,-129.674936991245,1954
104,"BAFAun",57.3643963583429,-129.154667647091,1841
105,"BAFAun",57.3703916002453,-128.894401519497,1874
106,"BAFAun",57.3808348229332,-128.373641337953,1897
107,"BAFAun",57.3852823665782,-128.113161315252,1783
108,"BAFAun",57.3932909515245,-124.463641260785,1851
109,"BAFAun",57.3861656132358,-123.942495378583,1945
110,"BAFAun",57.3921521190136,-132.292276555477,2471
111,"BAFAun",57.4272233766242,-131.512611937513,1984
112,"BAFAun",57.4378861630643,-131.252416243684,1608
113,"BAFAun",57.4480343729611,-130.992078298467,1444
114,"BAFAun",57.4576675815675,-130.73160503244,1880
115,"BAFAun",57.4834732684003,-129.949442936674,1650
116,"BAFAun",57.4910426466599,-129.688498114022,1924
117,"BAFAun",57.5106487692907,-128.905089670511,1823
118,"BAFAun",57.5255963138099,-128.120968667999,1708
119,"BAFAun",57.5295425557975,-127.859469753342,1800
120,"BAFAun",57.5401418533451,-126.813037742586,1726
121,"BAFAun",57.5364338837371,-124.719565100049,1954
122,"BAFAun",57.5336354585149,-124.457963382243,1985
123,"BAFAun",57.530318427137,-124.196403779406,2080
124,"BAFAun",57.5264829300302,-123.934893420725,2063
125,"BAFAun",57.5221291294964,-123.673439427328,1941
126,"BAFAun",57.5319734367046,-132.315500947905,1879
127,"BAFAun",57.5671782053711,-131.532983749475,1892
128,"BAFAun",57.5977385591177,-130.74910938985,1726
129,"BAFAun",57.6236428822649,-129.964067011072,1743
130,"BAFAun",57.6312412248372,-129.702159601457,2032
131,"BAFAun",57.6448812930132,-129.178047467812,1797
132,"BAFAun",57.6509224383359,-128.915857005512,2231
133,"BAFAun",57.6564439740756,-128.653586478689,1973
134,"BAFAun",57.6805286646595,-126.816054298584,1784
135,"BAFAun",57.6818867054788,-126.553402093861,1783
136,"BAFAun",57.6830399562072,-126.028059204997,1789
137,"BAFAun",57.6768064582178,-124.714815015506,1757
138,"BAFAun",57.6739972907048,-124.452243387584,2009
139,"BAFAun",57.6706675288581,-124.189714344876,1931
140,"BAFAun",57.6589945158817,-132.600356103755,1742
141,"BAFAun",57.7281180862168,-131.029138530184,1650
142,"BAFAun",57.7378251967576,-130.766743544795,1668
143,"BAFAun",57.7556810797125,-130.241566979077,1881
144,"BAFAun",57.7967565052385,-128.663460126754,1702
145,"BAFAun",57.8017774830541,-128.400142131852,1835
146,"BAFAun",57.8231377555599,-126.291817445182,1924
147,"BAFAun",57.8194948383054,-124.973614080396,2295
148,"BAFAun",57.8171975494935,-124.710029560461,1999
149,"BAFAun",57.8143775376307,-124.446480806537,1826
150,"BAFAun",57.7987942372127,-132.624886667835,1806
151,"BAFAun",57.959465856567,-127.086747662345,1725
152,"BAFAun",57.9627279307907,-126.557539488591,1724
153,"BAFAun",57.96389013214,-126.028268992381,1781
154,"BAFAun",57.963683702853,-125.76362886099,1756
155,"BAFAun",57.9629522579615,-125.498995335901,1742
156,"BAFAun",57.9616958293531,-125.234375812409,2059
157,"BAFAun",57.959914471795,-124.96977768346,1878
158,"BAFAun",57.9576082629209,-124.705208338415,1674
159,"BAFAun",57.954777303211,-124.44067516181,1917
160,"BAFAun",57.9514217159677,-124.176185532124,2230
161,"BAFAun",57.9386088793232,-132.649599711756,2119
162,"BAFAun",57.9515213865908,-132.386211456694,1814
163,"BAFAun",58.0870333923863,-128.152783458039,1761
164,"BAFAun",58.0945222544171,-127.621895413934,1827
165,"BAFAun",58.097476796822,-127.356379217851,1875
166,"BAFAun",58.104026281593,-126.294007408758,1720
167,"BAFAun",58.103404583754,-125.497115465949,1839
168,"BAFAun",58.1021432476934,-125.23150316576,1880
169,"BAFAun",58.100354933088,-124.965912501816,2058
170,"BAFAun",58.0951977060904,-124.434825968949,2428
171,"BAFAun",58.0918290204786,-124.169345029622,1650
172,"BAFAun",58.1038424843094,-132.145591019476,1494
173,"BAFAun",58.1157598401841,-131.880876010004,1693
174,"BAFAun",58.1922150960965,-129.757831794978,1756
175,"BAFAun",58.199405259275,-129.491896059675,1642
176,"BAFAun",58.2178117890994,-128.693526695142,1759
177,"BAFAun",58.2445031282471,-126.295114762946,1774
178,"BAFAun",58.2426126973125,-125.228608882256,1849
179,"BAFAun",58.2408173586245,-124.962018210308,2287
180,"BAFAun",58.2384930517857,-124.695456977462,2232
181,"BAFAun",58.3582065288646,-128.703700228548,1741
182,"BAFAun",58.3678762592582,-128.169051364217,1995
183,"BAFAun",58.3719155440706,-127.901630266308,1709
184,"BAFAun",58.3827648718879,-126.831479172755,1803
185,"BAFAun",58.3853255957033,-126.028589622028,1946
186,"BAFAun",58.385116723891,-125.760947936631,1953
187,"BAFAun",58.3831053311096,-125.225692716529,1706
188,"BAFAun",58.3813029003421,-124.958094478863,1836
189,"BAFAun",58.378969413137,-124.690526015365,2077
190,"BAFAun",58.3761049740858,-124.422994964413,1939
191,"BAFAun",58.3712174406181,-132.458518847614,1572
192,"BAFAun",58.3837555356082,-132.191999976143,1445
193,"BAFAun",58.4182058659875,-131.391416436897,1622
194,"BAFAun",58.5083327685521,-128.177277836382,1751
195,"BAFAun",58.5123880880088,-127.908843552118,1996
196,"BAFAun",58.5258514047883,-126.028698120983,1813
197,"BAFAun",58.5248986627727,-125.491390250129,1972
198,"BAFAun",58.521812726051,-124.954140972401,1667
199,"BAFAun",58.5194699692057,-124.685557639652,2217
200,"BAFAun",58.5165941533518,-124.417012146814,1765
201,"BAFAun",58.535800467972,-131.947771610471,1698
202,"BAFAun",58.5583286377338,-131.411875284369,1672
203,"BAFAun",58.6271836404224,-129.262676566558,1849
204,"BAFAun",58.6333924995034,-128.993521341318,1809
205,"BAFAun",58.6528857358499,-127.916111755918,1684
206,"BAFAun",58.659424009361,-127.377042574683,1753
207,"BAFAun",58.6652174943649,-126.568158782832,1634
208,"BAFAun",58.6660778985832,-126.298487446268,1905
