STATION,PPT_sp,PPT_sm,PPT_at,PPT_wt,Tmax_sp,Tmax_sm,Tmax_at,Tmax_wt,Tmin_sp,Tmin_sm,Tmin_at,Tmin_wt,Tave_sp,Tave_sm,Tave_at,Tave_wt,MSP,MAP,MAT,MWMT,MCMT,TD,AHM,SHM
92156,NA,NA,NA,NA,8.233333333,21.03333333,9.766666667,-0.833333333,-3.966666667,7.4,-0.8,-9.566666667,2.133333333,14.21666667,4.483333333,-5.2,NA,NA,3.908333333,16.2,-6.1,22.3,NA,NA
109779,NA,NA,NA,NA,10.46666667,21.4,8.166666667,NA,-1.966666667,7.066666667,-1.833333333,NA,4.25,14.23333333,3.166666667,NA,NA,NA,NA,15.1,NA,NA,NA,NA
93386,148,91,135,171,10.5,23.16666667,12,1.1,-4.7,4.666666667,-3.366666667,-12.93333333,2.9,13.91666667,4.316666667,-5.916666667,36.6,545,3.804166667,15.5,-6.65,22.15,25.32874618,423.4972678
1173190,312,376,485,594,7.6,19,5.966666667,-4.533333333,-2.233333333,6.633333333,-1.033333333,-10.26666667,2.683333333,12.81666667,2.466666667,-7.4,111.8,1767,2.641666667,14.35,-8.65,23,7.154310507,128.3542039
503294,252,315,760,482,8.4,16.83333333,8.1,1.333333333,0.6,7.766666667,2.133333333,-3.533333333,4.5,12.3,5.116666667,-1.1,134.2,1809,5.204166667,13.1,-1.6,14.7,8.404735581,97.61549925
117CA90,427,387,567,671,3.166666667,13.9,3.266666667,-5.6,-3.6,5.7,-2.733333333,-10.7,-0.216666667,9.8,0.266666667,-8.15,122.4,2052,0.425,11.15,-9.15,20.3,5.080409357,91.09477124
1173191,271,268,433,533,6.366666667,18.7,5.2,-5.466666667,-2.766666667,5.433333333,-1.7,-10.4,1.8,12.06666667,1.75,-7.933333333,86.8,1505,1.920833333,13.15,-9.1,22.25,7.920819491,151.4976959
GRP,245,251,393,383,9.466666667,20.23333333,6.766666667,-3.933333333,-2.4,6.066666667,-1.2,-10.06666667,3.533333333,13.15,2.783333333,-7,83.2,1272,3.116666667,14.3,-8.6,22.9,10.31184486,171.875
32873,372,186,518,563,NA,NA,13.8,4.6,2.866666667,9.966666667,4,-1.533333333,NA,NA,8.9,1.533333333,71.8,1639,NA,NA,0.65,NA,NA,NA
20682,89,144,57,28,14.5,29,14.03333333,-2.733333333,0.533333333,13.2,0.366666667,-14.16666667,7.516666667,21.1,7.2,-8.45,43.4,318,6.841666667,22.75,-10.05,32.8,52.96121593,524.1935484
20683,NA,NA,NA,NA,12.96666667,28.03333333,14,-3.4,-0.533333333,12.46666667,0.1,-14.1,6.216666667,20.25,7.05,-8.75,NA,NA,6.191666667,21.75,-10.45,32.2,NA,NA
3462,NA,NA,NA,NA,12.63333333,27.46666667,13.4,-3.5,-0.633333333,12.7,-0.033333333,-14.13333333,6,20.08333333,6.683333333,-8.816666667,NA,NA,5.9875,21.6,-10.45,32.05,NA,NA
98962,80,133,53,25,13.13333333,27.8,13.73333333,-3.233333333,-0.333333333,12.66666667,0.266666667,-14.03333333,6.4,20.23333333,7,-8.633333333,41,291,6.25,21.7,-10.2,31.9,55.8419244,529.2682927
92436,NA,NA,NA,NA,9.366666667,22.4,10.9,NA,-2.333333333,5.8,-0.666666667,NA,3.516666667,14.1,5.116666667,NA,NA,NA,NA,15.55,NA,NA,NA,NA
3032800,83,165,NA,26,11.46666667,23.6,11.23333333,-2.233333333,-2.366666667,8.366666667,-2.633333333,-14.1,4.55,15.98333333,4.3,-8.166666667,51,NA,4.166666667,17,-9.35,26.35,NA,333.3333333
20684,74,93,45,15,13.83333333,26.86666667,15.03333333,2.5,-2.366666667,6.7,-2.733333333,-12.23333333,5.733333333,16.78333333,6.15,-4.866666667,31.6,227,5.95,18.5,-6.05,24.55,70.26431718,585.443038
112301,NA,NA,NA,NA,14.23333333,26,12.56666667,1.433333333,4.033333333,13.4,4.833333333,-3.033333333,9.133333333,19.7,8.7,-0.8,NA,NA,9.183333333,21.05,-1.45,22.5,NA,NA
M111068,NA,NA,NA,NA,12.6,23.2,11,-1.333333333,0.933333333,10.5,1.433333333,-8.233333333,6.766666667,16.85,6.216666667,-4.783333333,NA,NA,6.2625,18,-6.15,24.15,NA,NA
20685,102,142,70,26,15.2,29.8,15.73333333,-0.066666667,0.733333333,13.8,1.133333333,-12.3,7.966666667,21.8,8.433333333,-6.183333333,46,340,8.004166667,23.4,-7.45,30.85,52.95343137,508.6956522
3448,NA,NA,NA,NA,12.7,27.66666667,13.86666667,-1.6,-1.066666667,12,-0.233333333,-13.26666667,5.816666667,19.83333333,6.816666667,-7.433333333,NA,NA,6.258333333,21.5,-8.95,30.45,NA,NA
SBC10,NA,NA,NA,NA,15.13333333,26.9,13.8,2.033333333,2.466666667,10.63333333,2.066666667,-4.966666667,8.8,18.76666667,7.933333333,-1.466666667,NA,NA,8.508333333,20,-2.35,22.35,NA,NA
13064,58,28,53,93,19.43333333,33.93333333,20.03333333,5.7,2.333333333,11.73333333,1.6,-4.766666667,10.88333333,22.83333333,10.81666667,0.466666667,10.8,232,11.25,25,-0.8,25.8,91.59482759,2314.814815
33,80,42,62,83,16.9,31.26666667,18.43333333,4.166666667,2.433333333,12.1,2.8,-4.9,9.666666667,21.68333333,10.61666667,-0.366666667,15,267,10.4,23.55,-1.4,24.95,76.40449438,1570
32874,NA,NA,NA,NA,15.6,24.3,16.66666667,8.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32876,153,31,200,417,14.3,25.36666667,15.56666667,4.033333333,-0.2,5.866666667,-0.266666667,-4.3,7.05,15.61666667,7.65,-0.133333333,16.4,801,7.545833333,16.85,-1.3,18.15,21.90491053,1027.439024
291,NA,140,NA,NA,8.733333333,19.5,8.4,-1.033333333,-1.133333333,7.266666667,0.033333333,-7.6,3.8,13.38333333,4.216666667,-4.316666667,45.4,NA,4.270833333,14.7,-5.6,20.3,NA,323.7885463
886,NA,173,NA,NA,NA,23.46666667,NA,NA,NA,5,NA,NA,NA,14.23333333,NA,NA,58.4,NA,NA,15.4,NA,NA,NA,263.6986301
GOC,892,404,1215,1363,8.833333333,17.76666667,10.26666667,2.933333333,0.5,8.266666667,3.133333333,-2.566666667,4.666666667,13.01666667,6.7,0.183333333,158,3874,6.141666667,14.25,-0.5,14.75,4.166666667,90.18987342
379,NA,174,NA,NA,12.43333333,23.9,10.26666667,3.70E-17,0.333333333,8.466666667,0.933333333,-6.266666667,6.383333333,16.18333333,5.6,-3.133333333,57,NA,6.258333333,17.55,-4.05,21.6,NA,307.8947368
91483,NA,NA,NA,NA,NA,19.1,11.96666667,NA,NA,8.366666667,3.566666667,NA,NA,13.73333333,7.766666667,NA,NA,NA,NA,15.25,NA,NA,NA,NA
92561,NA,NA,NA,NA,9.8,22.63333333,10.7,-0.633333333,0.033333333,10.66666667,2.3,-6.533333333,4.916666667,16.65,6.5,-3.583333333,NA,NA,6.120833333,18.6,-5.05,23.65,NA,NA
GLD,684,236,1118,1289,13.03333333,21.7,13.2,5.566666667,4.333333333,11.6,6.333333333,1,8.683333333,16.65,9.766666667,3.283333333,98.4,3327,9.595833333,17.6,2.65,14.95,5.889940888,178.8617886
1033230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033232,557,220,943,1085,14.16666667,23.76666667,14.1,5.166666667,3.066666667,10.16666667,4.733333333,-0.666666667,8.616666667,16.96666667,9.416666667,2.25,87.6,2805,9.3125,18.05,1.55,16.5,6.885026738,206.0502283
118281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20692,103,152,76,31,12.93333333,25.5,13.66666667,1.666666667,-1.533333333,8.466666667,-0.7,-10.9,5.7,16.98333333,6.483333333,-4.616666667,49.4,362,6.1375,18.3,-5.15,23.45,44.57872928,370.4453441
1173210,85,147,125,123,12.73333333,23.46666667,9.733333333,-3,-0.466666667,8.966666667,-0.2,-10.66666667,6.133333333,16.21666667,4.766666667,-6.833333333,44.4,480,5.070833333,17.35,-8.15,25.5,31.39756944,390.7657658
110001,NA,NA,NA,NA,12.16666667,21.33333333,13.06666667,5.5,4.533333333,12.23333333,6.5,0.666666667,8.35,16.78333333,9.783333333,3.083333333,NA,NA,9.5,18.5,2.5,16,NA,NA
E243003,NA,NA,NA,NA,12.16666667,23.26666667,9.5,-3.033333333,-0.066666667,9.2,-0.266666667,-10.16666667,6.05,16.23333333,4.616666667,-6.6,NA,NA,5.075,17.45,-8.05,25.5,NA,NA
32881,95,34,113,211,16.56666667,28.8,17.66666667,4.766666667,1.533333333,9.166666667,2.133333333,-3.366666667,9.05,18.98333333,9.9,0.7,14.2,453,9.658333333,20.4,-0.55,20.95,43.39587932,1436.619718
32882,92,33,102,184,15.86666667,27.86666667,17.03333333,4.566666667,1.1,8.766666667,1.666666667,-3.733333333,8.483333333,18.31666667,9.35,0.416666667,14.8,411,9.141666667,19.65,-0.8,20.45,46.57339822,1327.702703
34,NA,212,NA,NA,14.86666667,26.8,16.26666667,4.3,2.366666667,10.13333333,3.2,-2.433333333,8.616666667,18.46666667,9.733333333,0.933333333,44.1,NA,9.4375,19.95,-0.25,20.2,NA,452.3809524
91273,NA,NA,NA,NA,14.36666667,26.5,NA,NA,1.6,9,NA,NA,7.983333333,17.75,NA,NA,NA,NA,NA,19.25,NA,NA,NA,NA
919,NA,NA,NA,NA,NA,18.26666667,NA,NA,NA,7.966666667,NA,NA,NA,13.11666667,NA,NA,NA,NA,NA,14.45,NA,NA,NA,NA
GOL,179,179,309,301,12.96666667,24.93333333,10.2,-1.533333333,-1.766666667,6.6,-0.266666667,-9,5.6,15.76666667,4.966666667,-5.266666667,58.8,968,5.266666667,16.9,-6.25,23.15,15.77134986,287.414966
1173242,202,235,309,315,10.9,22.96666667,8.766666667,-2.933333333,-0.633333333,8.5,0.533333333,-9.3,5.133333333,15.73333333,4.65,-6.116666667,75.6,1061,4.85,16.75,-7.15,23.9,13.99622997,221.5608466
1173243,184,247,316,352,10.33333333,22.33333333,8.466666667,-2.833333333,-0.1,8.733333333,0.733333333,-8.4,5.116666667,15.53333333,4.6,-5.616666667,78.2,1099,4.908333333,16.55,-6.85,23.4,13.56536245,211.6368286
1173BDB,NA,211,NA,NA,11.76666667,23.3,9.2,-2,-1,7.866666667,0.033333333,-8.8,5.383333333,15.58333333,4.616666667,-5.4,66.2,NA,5.045833333,16.7,-6.5,23.2,NA,252.265861
92041,NA,NA,NA,NA,11.03333333,24.63333333,12.43333333,1.1,-1.233333333,9.633333333,0.733333333,-8.366666667,4.9,17.13333333,6.583333333,-3.633333333,NA,NA,6.245833333,18.95,-4.15,23.1,NA,NA
1193245,38,146,124,122,6.8,19.2,4.233333333,-8.7,-5.066666667,7.233333333,-3.966666667,-18.36666667,0.866666667,13.21666667,0.133333333,-13.53333333,39.8,430,0.170833333,14.25,-14.9,29.15,23.65310078,358.040201
96328,71,26,64,93,15.93333333,30.63333333,17.46666667,2.666666667,2.166666667,12.63333333,3.133333333,-6.3,9.05,21.63333333,10.3,-1.816666667,12,254,9.791666667,23.7,-2.5,26.2,77.91994751,1975
91724,NA,NA,NA,NA,12.93333333,27.3,15.5,3.1,0.333333333,11.36666667,2.2,-6.733333333,6.633333333,19.33333333,8.85,-1.816666667,NA,NA,8.25,21.3,-2.55,23.85,NA,NA
3062880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3062889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105012,459,234,900,874,9.766666667,15.96666667,11.7,6.133333333,3.033333333,10.1,6.1,2.233333333,6.4,13.03333333,8.9,4.183333333,104.6,2467,8.129166667,14,3.55,10.45,7.348669099,133.8432122
13067,128,86,98,75,13.46666667,28.1,15.93333333,1.033333333,-1.733333333,7.433333333,-1.166666667,-11.06666667,5.866666667,17.76666667,7.383333333,-5.016666667,35.4,387,6.5,19.45,-5.75,25.2,42.63565891,549.4350282
91907,NA,NA,NA,NA,11.93333333,26.5,14.06666667,1.166666667,0.366666667,11.9,2.3,-7.5,6.15,19.2,8.183333333,-3.166666667,NA,NA,7.591666667,21.2,-3.85,25.05,NA,NA
124,NA,228,NA,NA,NA,21.23333333,NA,NA,NA,5.066666667,NA,NA,NA,13.15,NA,NA,62.6,NA,NA,14.3,NA,NA,NA,228.4345048
93585,207,86,191,307,NA,24.9,14.3,3.366666667,-5.433333333,2.9,-4.366666667,-13.56666667,NA,13.9,4.966666667,-5.1,35.8,791,NA,15.55,-5.9,21.45,NA,434.3575419
1203255,44,95,120,119,6.3,18.73333333,4.433333333,-9.733333333,-7.1,4.866666667,-4.266666667,-18.93333333,-0.4,11.8,0.083333333,-14.33333333,31.6,378,-0.7125,12.95,-16.55,29.5,24.57010582,409.8101266
30,NA,NA,NA,NA,16.26666667,28.76666667,16.9,3.466666667,5.2,15.56666667,7.666666667,-1.633333333,10.73333333,22.16666667,12.28333333,0.916666667,NA,NA,11.525,23.75,0.1,23.65,NA,NA
392,NA,106,NA,NA,14.63333333,26.9,13.13333333,0.033333333,2.266666667,11.1,2.433333333,-5.7,8.45,19,7.783333333,-2.833333333,36,NA,8.1,20.5,-4.15,24.65,NA,569.4444444
1133270,144,131,120,147,15.36666667,27,13.63333333,0.466666667,1.966666667,10.3,1.6,-6.433333333,8.666666667,18.65,7.616666667,-2.983333333,44.4,542,7.9875,19.9,-4.15,24.05,33.18726937,448.1981982
1133274,202,164,170,201,7.633333333,19.83333333,8.166666667,-2.266666667,-2.1,8.266666667,-0.3,-9.3,2.766666667,14.05,3.933333333,-5.783333333,53.4,737,3.741666667,15.7,-7.4,23.1,18.64540932,294.0074906
1133275,141,133,109,142,15.13333333,26.96666667,13.46666667,-0.366666667,2.266666667,11.1,1.733333333,-7.066666667,8.7,19.03333333,7.6,-3.716666667,43.8,525,7.904166667,20.1,-4.85,24.95,34.1031746,458.9041096
31,NA,NA,NA,NA,18.06666667,31.06666667,18.73333333,5.333333333,2.566666667,11.53333333,1.6,-5.533333333,10.31666667,21.3,10.16666667,-0.1,NA,NA,10.42083333,23,-1.3,24.3,NA,NA
13070,57,25,39,46,19.33333333,31.76666667,19.3,5.533333333,3.3,12.86666667,2.9,-4.8,11.31666667,22.31666667,11.1,0.366666667,11,167,11.275,23.85,-0.95,24.8,127.3952096,2168.181818
3062905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3072920,76,203,93,66,9.1,21.66666667,8.133333333,-6.5,-3.066666667,8.566666667,-3.2,-17.6,3.016666667,15.11666667,2.466666667,-12.05,56.6,438,2.1375,16.15,-13.55,29.7,27.71118721,285.335689
4B12P,NA,NA,NA,NA,9.3,NA,NA,NA,-1.033333333,NA,NA,NA,4.133333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13072,222,144,131,104,13.73333333,25.56666667,14.86666667,3.9,1.4,9.933333333,2.366666667,-4.533333333,7.566666667,17.75,8.616666667,-0.316666667,54.2,601,8.404166667,19.5,-1.4,20.9,30.62257349,359.7785978
13074,242,152,149,122,15.96666667,27.73333333,16.2,4.333333333,2.266666667,9.7,2.5,-3.866666667,9.116666667,18.71666667,9.35,0.233333333,57.6,665,9.354166667,20.3,-1.1,21.4,29.10401003,352.4305556
2E07P,286,234,252,296,3.833333333,15.2,4.933333333,-3.666666667,-3.366666667,5.733333333,-1.866666667,-9.133333333,0.233333333,10.46666667,1.533333333,-6.4,80.6,1068,1.458333333,12.2,-7.15,19.35,10.72877653,151.3647643
1153282,142,185,117,96,14.06666667,26.26666667,12.86666667,0.7,0.9,9.366666667,0.7,-6.6,7.483333333,17.81666667,6.783333333,-2.95,60.4,540,7.283333333,19.4,-4.3,23.7,32.00617284,321.192053
13075,NA,NA,NA,NA,14.13333333,28.33333333,16.96666667,3.8,-0.9,9,0.333333333,-7.633333333,6.616666667,18.66666667,8.65,-1.916666667,NA,NA,8.004166667,20.5,-2.55,23.05,NA,NA
20696,141,156,74,38,14.5,27.3,15.8,4.066666667,-0.633333333,10.23333333,0.433333333,-9.566666667,6.933333333,18.76666667,8.116666667,-2.75,53.4,409,7.766666667,20.2,-3.3,23.5,43.4392828,378.2771536
20697,95,127,46,31,14.23333333,27.53333333,15.56666667,NA,0.833333333,12.43333333,1.666666667,-8.766666667,7.533333333,19.98333333,8.616666667,NA,41.2,299,NA,21.55,NA,NA,NA,523.0582524
20698,105,125,51,24,NA,NA,NA,2.7,NA,NA,NA,-10.83333333,NA,NA,NA,-4.066666667,42.2,305,NA,NA,-4.7,NA,NA,NA
161,NA,135,NA,NA,8.266666667,18.96666667,7.7,-2.5,-2.033333333,6.066666667,-0.933333333,-9.533333333,3.116666667,12.51666667,3.383333333,-6.016666667,41.2,NA,3.25,13.45,-6.75,20.2,NA,326.4563107
1083285,68,144,126,116,8.933333333,19.5,8.1,-3.1,-3.733333333,5.2,-2.466666667,-12.6,2.6,12.35,2.816666667,-7.85,41.8,454,2.479166667,13.25,-8.7,21.95,27.48715125,316.9856459
93531,306,225,354,367,10.36666667,22.56666667,9.733333333,-1.2,-2.566666667,5,-1.433333333,-9.133333333,3.9,13.78333333,4.15,-5.166666667,80.4,1252,4.166666667,15.1,-6.25,21.35,11.31522897,187.8109453
3052940,NA,281,NA,NA,NA,13.36666667,NA,NA,NA,4.533333333,NA,NA,NA,8.95,NA,NA,NA,NA,NA,9.95,NA,NA,NA,NA
96386,234,92,299,391,14.1,22.66666667,14.9,7.733333333,4.833333333,11.83333333,6.566666667,1.5,9.466666667,17.25,10.73333333,4.616666667,36.2,1016,10.51666667,18.4,4,14.4,20.19356955,508.2872928
32891,430,140,554,735,13.73333333,18.63333333,15.43333333,9.766666667,5.5,10.46666667,6.633333333,2.7,9.616666667,14.55,11.03333333,6.233333333,57.8,1859,10.35833333,15.2,5.6,9.6,10.95122826,262.9757785
32894,632,187,781,1100,15,22.06666667,16.73333333,9.433333333,3.633333333,9.266666667,4.866666667,0.933333333,9.316666667,15.66666667,10.8,5.183333333,81.4,2700,10.24166667,16.75,4.6,12.15,7.49691358,205.7739558
1D15P,352,205,511,751,7.233333333,16.43333333,6.8,-0.866666667,-2.966666667,5.633333333,-0.566666667,-7.4,2.133333333,11.03333333,3.116666667,-4.133333333,72.2,1819,3.0375,12.6,-5.15,17.75,7.16739967,174.5152355
25225,NA,NA,NA,NA,4.333333333,15.46666667,5.833333333,-2.033333333,-3.066666667,6.466666667,-0.466666667,-7.566666667,0.633333333,10.96666667,2.683333333,-4.8,NA,NA,2.370833333,12.55,-5.4,17.95,NA,NA
20699,112,128,76,41,14.03333333,27.3,15.03333333,2.966666667,0.533333333,11.16666667,2.033333333,-7.7,7.283333333,19.23333333,8.533333333,-2.366666667,43.6,357,8.170833333,20.8,-3,23.8,50.89869281,477.0642202
20701,NA,NA,NA,NA,12.86666667,26.36666667,14.03333333,2.3,-0.466666667,10.06666667,1,-8.633333333,6.2,18.21666667,7.516666667,-3.166666667,NA,NA,7.191666667,19.85,-3.65,23.5,NA,NA
20702,122,141,82,40,12.93333333,26.13333333,14.06666667,2.566666667,-0.066666667,10.63333333,1.666666667,-8.4,6.433333333,18.38333333,7.866666667,-2.916666667,49,385,7.441666667,20,-3.6,23.6,45.3030303,408.1632653
3508,NA,NA,NA,NA,12.5,25.9,13.66666667,2.1,-0.366666667,10.16666667,1.033333333,-8.333333333,6.066666667,18.03333333,7.35,-3.116666667,NA,NA,7.083333333,19.6,-3.7,23.3,NA,NA
96329,119,142,75,39,12.86666667,26.43333333,14.13333333,2.266666667,-0.533333333,10,0.966666667,-8.8,6.166666667,18.21666667,7.55,-3.266666667,47.8,375,7.166666667,19.85,-3.75,23.6,45.77777778,415.2719665
1063298,511,362,880,660,9.766666667,16.66666667,10.63333333,5.2,5.1,11.2,6.966666667,1.833333333,7.433333333,13.93333333,8.8,3.516666667,149.4,2413,8.420833333,14.65,3.1,11.55,7.633996408,98.05890228
93756,226,65,221,424,6.266666667,17.56666667,8.466666667,-0.133333333,-4,5.2,-0.566666667,-7.433333333,1.133333333,11.38333333,3.95,-3.783333333,26.8,936,3.170833333,13.05,-4.3,17.35,14.07140313,486.9402985
1C12P,271,150,397,471,4.833333333,15.26666667,5.5,-2.266666667,-2.8,6.2,-0.833333333,-6.866666667,1.016666667,10.73333333,2.333333333,-4.566666667,49,1289,2.379166667,12.05,-5.1,17.15,9.603697957,245.9183673
102425,NA,NA,NA,NA,4.166666667,15.5,8.2,0.8,-0.033333333,8.8,3.2,-2.666666667,2.066666667,12.15,5.7,-0.933333333,NA,NA,4.745833333,14.05,-1.55,15.6,NA,NA
GRN,238,144,374,358,5.233333333,15.7,5.766666667,-1.4,-3.133333333,5.7,-1.066666667,-5.933333333,1.05,10.7,2.35,-3.666666667,50,1114,2.608333333,12,-4.3,16.3,11.31807301,240
13080,144,124,99,80,13.1,25.3,14.43333333,2.833333333,0.966666667,9.1,2.1,-4.866666667,7.033333333,17.2,8.266666667,-1.016666667,44.4,447,7.870833333,19.1,-2.1,21.2,39.97949292,430.1801802
32895,302,130,410,504,13.03333333,22.06666667,13.76666667,5.133333333,1.366666667,7.533333333,2.2,-2.166666667,7.2,14.8,7.983333333,1.483333333,56,1346,7.866666667,15.9,0.35,15.55,13.27389797,283.9285714
1133300,157,126,108,174,13.76666667,25.06666667,12.93333333,-0.233333333,-0.2,7.4,-0.466666667,-8.033333333,6.783333333,16.23333333,6.233333333,-4.133333333,43.8,565,6.279166667,17.5,-5.55,23.05,28.81268437,399.543379
109798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112006,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.033333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91269,NA,NA,NA,NA,NA,21.93333333,NA,NA,NA,10.23333333,NA,NA,NA,16.08333333,NA,NA,NA,NA,NA,18,NA,NA,NA,NA
32896,567,196,847,953,NA,23.53333333,NA,6.266666667,3.6,10.73333333,5.4,-0.166666667,NA,17.13333333,NA,3.05,87.2,2563,NA,18.35,2.2,16.15,NA,210.4357798
118081,NA,NA,NA,NA,9.066666667,20.66666667,7.333333333,NA,-3.833333333,6.466666667,-3.033333333,NA,2.616666667,13.56666667,2.15,NA,NA,NA,NA,14.7,NA,NA,NA,NA
13083,91,81,61,84,11.13333333,24.93333333,13.63333333,-0.666666667,-4.466666667,NA,-4.233333333,-15.93333333,3.333333333,NA,4.7,-8.3,26,317,NA,NA,-9.25,NA,NA,NA
93706,189,64,199,371,8.066666667,19.13333333,9.266666667,-0.066666667,-3.2,5.966666667,-0.333333333,-7.566666667,2.433333333,12.55,4.466666667,-3.816666667,27.2,823,3.908333333,14.15,-4.65,18.8,16.89955448,520.2205882
3072970,NA,200,104,81,NA,21.96666667,9.033333333,-4.5,NA,7.133333333,NA,-17.46666667,NA,14.55,NA,-10.98333333,57.6,NA,NA,15.6,-12.75,28.35,NA,270.8333333
503454,354,296,591,418,10.03333333,17.16666667,10.33333333,5.133333333,4.2,11.26666667,5.933333333,0.933333333,7.116666667,14.21666667,8.133333333,3.033333333,112,1659,8.125,14.95,2.85,12.1,10.92525618,133.4821429
PAGS,226,367,384,489,8.7,16.4,8.4,2.033333333,0.066666667,9,2.466666667,-3.733333333,4.383333333,12.7,5.433333333,-0.85,130.4,1466,5.416666667,13.35,-1.9,15.25,10.5161437,102.3773006
116030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,105,NA,NA,8.266666667,19.36666667,NA,NA,-2.6,4.533333333,NA,NA,2.833333333,11.95,NA,NA,35,NA,NA,13,NA,NA,NA,371.4285714
3012990,105,237,NA,NA,10.2,22.3,NA,NA,-3.1,8.3,NA,NA,3.55,15.3,NA,NA,66.8,NA,NA,16.25,NA,NA,NA,243.2634731
118245,NA,NA,NA,NA,NA,18.83333333,NA,NA,NA,3.266666667,NA,NA,NA,11.05,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA
904,NA,191,NA,NA,NA,22,11.86666667,NA,NA,10.73333333,3.966666667,NA,NA,16.36666667,7.916666667,NA,67.8,NA,NA,17.2,NA,NA,NA,253.6873156
13087,68,28,56,92,19.13333333,32.53333333,19.96666667,5.733333333,2.5,11.4,1.7,-5.5,10.81666667,21.96666667,10.83333333,0.116666667,12,244,10.93333333,23.65,-1.1,24.75,85.79234973,1970.833333
32471784,NA,426,NA,NA,NA,15.4,NA,NA,NA,8,NA,NA,NA,11.7,NA,NA,NA,NA,NA,12.8,NA,NA,NA,NA
67,NA,294,NA,NA,14.86666667,25.46666667,15.38333333,3.783333333,3.05,10.86666667,3.85,-3.433333333,8.958333333,18.16666667,9.616666667,0.175,55.1,NA,9.229166667,21.3,-2.85,24.15,NA,386.569873
13088,NA,NA,NA,NA,12.73333333,NA,14.63333333,0.566666667,NA,NA,-0.533333333,-11.56666667,NA,NA,7.05,-5.5,NA,NA,NA,NA,-6.3,NA,NA,NA
13089,112,55,70,162,12.63333333,27.26666667,14.93333333,0.366666667,-0.966666667,8.566666667,-0.233333333,-11.3,5.833333333,17.91666667,7.35,-5.466666667,23.6,399,6.408333333,19.65,-6.25,25.9,41.12364244,832.6271186
4836,NA,NA,NA,NA,11.86666667,26.2,14.2,-0.2,-0.333333333,9.533333333,1,-9.4,5.766666667,17.86666667,7.6,-4.8,NA,NA,6.608333333,19.9,-5.4,25.3,NA,NA
3052995,NA,233,NA,NA,NA,13.86666667,NA,NA,NA,3.933333333,NA,NA,NA,8.9,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA
503502,233,154,585,578,8.833333333,18.13333333,7.366666667,-0.766666667,0.266666667,9.633333333,1.433333333,-6.4,4.55,13.88333333,4.4,-3.583333333,72,1550,4.8125,14.4,-4.65,19.05,9.556451613,200
503490,184,144,485,395,9.266666667,17.93333333,7.933333333,0.066666667,1.4,10.43333333,2.333333333,-5.366666667,5.333333333,14.18333333,5.133333333,-2.65,64.6,1208,5.5,14.85,-4.15,19,12.83112583,229.876161
1203315,220,136,540,491,8,18.26666667,4.466666667,-2.2,-3.233333333,6.4,-2.433333333,-9.3,2.383333333,12.33333333,1.016666667,-5.75,61.2,1387,2.495833333,13.7,-6.55,20.25,9.009252584,223.8562092
PAHN,163,132,449,336,8.333333333,16.93333333,7.433333333,-0.633333333,1.533333333,10.46666667,2.733333333,-5.733333333,4.933333333,13.7,5.083333333,-3.183333333,60.6,1080,5.133333333,14.35,-4.5,18.85,14.01234568,236.7986799
503500,217,143,573,417,9.8,18.16666667,8.333333333,0.433333333,0.966666667,10.1,2.466666667,-4.7,5.383333333,14.13333333,5.4,-2.133333333,72.2,1350,5.695833333,14.65,-3.35,18,11.62654321,202.9085873
HFF,88,186,103,59,9.966666667,22.33333333,6.333333333,-9.366666667,-3.666666667,8.7,-3.233333333,-18.8,3.15,15.51666667,1.55,-14.08333333,54,436,1.533333333,16.7,-16.45,33.15,26.45259939,309.2592593
31091,NA,NA,NA,NA,13.2,NA,NA,0.266666667,-1.133333333,NA,NA,-7.266666667,6.033333333,NA,NA,-3.5,NA,NA,NA,NA,-4.75,NA,NA,NA
