STATION,PPT_sp,PPT_sm,PPT_at,PPT_wt,Tmax_sp,Tmax_sm,Tmax_at,Tmax_wt,Tmin_sp,Tmin_sm,Tmin_at,Tmin_wt,Tave_sp,Tave_sm,Tave_at,Tave_wt,MSP,MAP,MAT,MWMT,MCMT,TD,AHM,SHM
1141463,NA,NA,169,NA,NA,NA,12.96666667,NA,NA,NA,4.233333333,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1061458,543,382,884,628,10.53333333,17.73333333,10.73333333,4.466666667,5.2,12.26666667,7.033333333,1.4,7.866666667,15,8.883333333,2.933333333,149.4,2437,8.670833333,16,2.5,13.5,7.661400629,107.0950469
SBC24,NA,NA,NA,NA,16.5,28.33333333,15.46666667,2.466666667,4.5,13.8,3.133333333,-4.966666667,10.5,21.06666667,9.3,-1.25,NA,NA,9.904166667,22.65,-2.7,25.35,NA,NA
1121459,NA,86,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8,NA,NA,NA,NA,NA,NA,NA
93768,NA,NA,509,NA,NA,NA,8.466666667,1.033333333,-2.066666667,6.133333333,1.266666667,-4.566666667,NA,NA,4.866666667,-1.766666667,NA,NA,NA,NA,-2.2,NA,NA,NA
1181465,94,180,122,81,7.666666667,19.93333333,5.9,-7.333333333,-2.933333333,8.5,-2.7,-15.73333333,2.366666667,14.21666667,1.6,-11.53333333,52.2,477,1.6625,15.2,-13.45,28.65,24.44968553,291.1877395
59,NA,84,NA,NA,13.83333333,22.8,14.6,6.766666667,4.133333333,11.56666667,5.366666667,0,8.983333333,17.18333333,9.983333333,3.383333333,33.4,NA,9.883333333,18.25,2.8,15.45,NA,546.4071856
4B18P,NA,NA,NA,NA,6.166666667,15.13333333,4.966666667,-2.7,-2.566666667,6.233333333,-0.7,-8.233333333,1.8,10.68333333,2.133333333,-5.466666667,NA,NA,2.2875,11.55,-6.2,17.75,NA,NA
91307,NA,NA,NA,NA,10.2,22.06666667,10.43333333,NA,-0.033333333,9.633333333,1.5,NA,5.083333333,15.85,5.966666667,NA,NA,NA,NA,17.5,NA,NA,NA,NA
32744,640,270,726,826,12,20.93333333,13.13333333,5.266666667,2.733333333,9.433333333,4.8,-0.3,7.366666667,15.18333333,8.966666667,2.483333333,111.4,2462,8.5,16.45,1.7,14.75,7.514216084,147.6660682
109318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,NA,114,NA,NA,12.1,22.6,9.833333333,-0.5,0.566666667,9.566666667,2.2,-6.633333333,6.333333333,16.08333333,6.016666667,-3.566666667,44,NA,6.216666667,17.1,-4.55,21.65,NA,388.6363636
107ADFE,115,145,305,251,12.53333333,22.2,9.9,-0.4,1.066666667,9.933333333,2.633333333,-6.533333333,6.8,16.06666667,6.266666667,-3.466666667,52.2,816,6.416666667,16.95,-4.45,21.4,20.11846405,324.7126437
M114009,NA,NA,NA,NA,13.76666667,25.03333333,12.5,1.666666667,4.033333333,12.76666667,5.166666667,-1.8,8.9,18.9,8.833333333,-0.066666667,NA,NA,9.141666667,20.25,-0.75,21,NA,NA
116146F,140,160,215,220,13.23333333,24.63333333,10.63333333,0,1.266666667,10.16666667,1.866666667,-6.166666667,7.25,17.4,6.25,-3.083333333,54.2,735,6.954166667,18.7,-3.65,22.35,23.06689342,345.0184502
E253229,NA,NA,NA,NA,13.06666667,NA,NA,6.966666667,4.566666667,NA,NA,1.433333333,8.816666667,NA,NA,4.2,NA,NA,NA,NA,3.75,NA,NA,NA
32747,282,90,345,477,16.4,24.9,17.23333333,8.933333333,5.266666667,11.56666667,6.833333333,2.033333333,10.83333333,18.23333333,12.03333333,5.483333333,39.4,1194,11.64583333,19.3,4.7,14.6,18.12883864,489.8477157
112520,NA,190,450,NA,11.96666667,21.93333333,11.2,1.433333333,1.066666667,8.5,3.033333333,-2.733333333,6.516666667,15.21666667,7.116666667,-0.65,66.8,NA,7.05,16.45,-1.7,18.15,NA,246.257485
107186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110504,NA,NA,NA,NA,13.6,21.56666667,14.03333333,NA,4.433333333,10.56666667,5.6,NA,9.016666667,16.06666667,9.816666667,NA,NA,NA,NA,17.15,NA,NA,NA,NA
3011474,85,NA,NA,41,9.266666667,NA,NA,-7.3,-2.433333333,NA,NA,-16.43333333,3.416666667,NA,NA,-11.86666667,NA,NA,NA,NA,-13.4,NA,NA,NA
91732,NA,NA,NA,NA,14.3,28.53333333,15.26666667,1.466666667,1.166666667,13.5,2.3,-9.466666667,7.733333333,21.01666667,8.783333333,-4,NA,NA,8.383333333,22.6,-5.15,27.75,NA,NA
91304,NA,NA,NA,NA,NA,28.83333333,NA,1.666666667,NA,9.666666667,-0.033333333,-10.26666667,NA,19.25,NA,-4.3,NA,NA,NA,21.35,-5.8,27.15,NA,NA
3836,NA,NA,NA,NA,13.83333333,27.7,14.46666667,-0.433333333,-1.066666667,8.633333333,-1.333333333,-11.5,6.383333333,18.16666667,6.566666667,-5.966666667,NA,NA,6.2875,20,-7.45,27.45,NA,NA
94243,54,57,44,26,14.33333333,28.33333333,14.9,0.033333333,-1.033333333,8.333333333,-1.166666667,-11.93333333,6.65,18.33333333,6.866666667,-5.95,20.8,181,6.475,20.05,-7.6,27.65,91.02209945,963.9423077
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116411,NA,NA,NA,NA,11.06666667,22.23333333,11.03333333,-1.066666667,-2.366666667,5.5,-1.866666667,-9.866666667,4.35,13.86666667,4.583333333,-5.466666667,NA,NA,4.333333333,15.15,-6.9,22.05,NA,NA
11814FR,92,193,110,80,8.333333333,20.13333333,6.5,-6.166666667,-5.066666667,6.633333333,-4.3,-17.66666667,1.633333333,13.38333333,1.1,-11.91666667,58.2,475,1.05,14.55,-13.6,28.15,23.26315789,250
101006,NA,NA,NA,NA,11.73333333,22.16666667,11.76666667,3.066666667,1.7,8.666666667,3.7,-2.033333333,6.716666667,15.41666667,7.733333333,0.516666667,NA,NA,7.595833333,16.4,-0.1,16.5,NA,NA
1161470,91,124,137,125,14.76666667,26.46666667,13,1.1,2.333333333,11.53333333,3.3,-4.6,8.55,19,8.15,-1.75,39.8,477,8.4875,20.2,-2.45,22.65,38.75786164,507.5376884
1021480,473,275,700,751,11.9,19.03333333,11.53333333,5.7,5.666666667,11.5,7.166666667,2.4,8.783333333,15.26666667,9.35,4.05,100.2,2199,9.3625,16,3.65,12.35,8.805138699,159.6806387
CHK,305,171,495,540,10.86666667,21.1,11,1.6,0.8,8.4,2.733333333,-3.4,5.833333333,14.75,6.866666667,-0.9,61.8,1511,6.6375,15.8,-1.85,17.65,11.01091992,255.6634304
91275,NA,NA,NA,NA,NA,25.5,17.23333333,NA,NA,9.366666667,4.933333333,NA,NA,17.43333333,11.08333333,NA,NA,NA,NA,18.55,NA,NA,NA,NA
3023,NA,NA,NA,NA,15.4,NA,NA,NA,3.966666667,NA,NA,NA,9.683333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32753,61,39,66,112,16,27.96666667,15.73333333,2.066666667,4.9,15.06666667,5.233333333,-3.633333333,10.45,21.51666667,10.48333333,-0.783333333,14.4,278,10.41666667,23,-1.8,24.8,73.441247,1597.222222
1011500,258,100,400,585,14.06666667,22.56666667,14.3,6.966666667,5.866666667,12.96666667,7.333333333,2.2,9.966666667,17.76666667,10.81666667,4.583333333,39.6,1343,10.78333333,18.65,4.05,14.6,15.47530405,470.959596
92646,NA,NA,NA,NA,14.3,26.8,15.4,2.9,-0.1,NA,NA,-5.433333333,7.1,NA,NA,-1.266666667,NA,NA,NA,NA,-2.55,NA,NA,NA
112126,174,186,NA,100,6.366666667,18.1,6.833333333,-2.233333333,-4.866666667,4.033333333,-3.333333333,-11.93333333,0.75,11.06666667,1.75,-7.083333333,NA,NA,1.620833333,12.2,-8,20.2,NA,NA
791,NA,127,NA,NA,9.966666667,21.6,9.3,-1.933333333,-1.666666667,7.633333333,-0.966666667,-9.333333333,4.15,14.61666667,4.166666667,-5.633333333,44.2,NA,4.325,16.2,-7.25,23.45,NA,366.5158371
32756,91,112,69,79,12.33333333,24.93333333,12.16666667,-1.166666667,-0.966666667,8.233333333,-0.833333333,-9.2,5.683333333,16.58333333,5.666666667,-5.183333333,34.2,351,5.6875,18.05,-6.65,24.7,44.69373219,527.7777778
32760,98,108,80,95,10.96666667,22.93333333,11.56666667,-0.6,-1.733333333,6.566666667,-1.3,-9.833333333,4.616666667,14.75,5.133333333,-5.216666667,36,381,4.820833333,15.9,-6.85,22.75,38.89982502,441.6666667
109903,NA,NA,NA,NA,NA,20.2,NA,NA,NA,6.2,NA,NA,NA,13.2,NA,NA,NA,NA,NA,14.2,NA,NA,NA,NA
20494,74,121,48,25,13.9,26.86666667,14.36666667,0.5,-1.966666667,9.666666667,-1.766666667,-13.83333333,5.966666667,18.26666667,6.3,-6.666666667,38,268,5.966666667,19.65,-7.75,27.4,59.57711443,517.1052632
20496,111,173,80,28,12.4,24.83333333,13.43333333,NA,-0.9,9.7,0.133333333,NA,5.75,17.26666667,6.783333333,NA,53,392,NA,18.65,NA,NA,NA,351.8867925
20495,75,116,54,29,12.33333333,25.33333333,13.33333333,1.566666667,-0.633333333,10.33333333,0.233333333,-10.5,5.85,17.83333333,6.783333333,-4.466666667,37.8,274,6.5,19.2,-5.05,24.25,60.2189781,507.9365079
118057,NA,NA,NA,NA,NA,21.9,NA,NA,NA,6.633333333,NA,NA,NA,14.26666667,NA,NA,NA,NA,NA,15.15,NA,NA,NA,NA
1181508,86,202,101,57,10.06666667,21.33333333,8.3,-3.566666667,-2.9,7.466666667,-2.4,-14.23333333,3.583333333,14.4,2.95,-8.9,57.6,446,3.008333333,15.5,-10.2,25.7,29.16666667,269.0972222
1181509,93,187,108,76,9.966666667,21.73333333,8.4,-5.6,-1.8,8.133333333,-1.2,-13.33333333,4.083333333,14.93333333,3.6,-9.466666667,54,464,3.2875,15.95,-10.8,26.75,28.63685345,295.3703704
32762,140,93,114,176,16.43333333,29.03333333,15.7,2.633333333,0.933333333,8.833333333,0.4,-6,8.683333333,18.93333333,8.05,-1.683333333,32.2,523,8.495833333,20.35,-3.2,23.55,35.36488209,631.9875776
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32764,61,43,59,110,18.03333333,30.7,17.33333333,2.566666667,3.6,13.23333333,3.7,-4.8,10.81666667,21.96666667,10.51666667,-1.116666667,15.2,273,10.54583333,23.5,-2.15,25.65,75.25946276,1546.052632
189,NA,145,NA,NA,NA,21.8,8.933333333,NA,NA,5.366666667,-3.533333333,NA,NA,13.58333333,2.7,NA,42.4,NA,NA,14.6,NA,NA,NA,344.3396226
T12,286,167,430,445,14.36666667,22.83333333,14.5,6.233333333,6.133333333,13.06666667,7.166666667,1.166666667,10.25,17.95,10.83333333,3.7,62,1328,10.68333333,18.95,2.85,16.1,15.5747992,305.6451613
1101530,374,200,538,562,15.43333333,24,15.53333333,6.8,5.233333333,11.83333333,6.133333333,0.566666667,10.33333333,17.91666667,10.83333333,3.683333333,74,1674,10.69166667,18.85,2.9,15.95,12.3606133,254.7297297
E220891,NA,NA,NA,NA,14.26666667,22.86666667,14.5,6.1,6.133333333,13.06666667,7.133333333,1.166666667,10.2,17.96666667,10.81666667,3.633333333,NA,NA,10.65416667,18.95,2.75,16.2,NA,NA
M110517,NA,NA,NA,NA,14.23333333,22.5,NA,NA,5.966666667,12.9,NA,NA,10.1,17.7,NA,NA,NA,NA,NA,18.7,NA,NA,NA,NA
1101540,375,198,522,618,14.96666667,23,NA,6.633333333,6.033333333,12.93333333,NA,0.766666667,10.5,17.96666667,NA,3.7,74.2,1713,NA,18.85,2.85,16,NA,254.0431267
1101545,365,217,511,539,15.23333333,23.8,14.93333333,6.166666667,5.1,11.66666667,5.9,0.233333333,10.16666667,17.73333333,10.41666667,3.2,80,1632,10.37916667,18.65,2.35,16.3,12.48723448,233.125
74,NA,204,NA,NA,13.36666667,21.5,13.43333333,5.5,3.666666667,10.46666667,4.766666667,-0.733333333,8.516666667,15.98333333,9.1,2.383333333,72.6,NA,8.995833333,17.05,1.35,15.7,NA,234.8484848
1D17P,433,270,696,702,4.466666667,14,6.566666667,-0.366666667,-2.433333333,6.533333333,0.6,-5.7,1.016666667,10.26666667,3.583333333,-3.033333333,99.6,2101,2.958333333,11.95,-3.15,15.1,6.167697922,119.9799197
1101N65,331,199,470,525,13.73333333,21.96666667,13.66666667,5.1,3.9,10.93333333,5.2,-0.433333333,8.816666667,16.45,9.433333333,2.333333333,71.6,1525,9.258333333,17.6,1.45,16.15,12.6284153,245.8100559
1101577,409,197,583,670,15.9,24.1,15.5,6.866666667,5.833333333,12.8,6.933333333,0.733333333,10.86666667,18.45,11.21666667,3.8,74,1859,11.08333333,19.35,2.95,16.4,11.34122288,261.4864865
12960,60,74,41,25,11.56666667,25.5,13.53333333,-0.2,-3.3,6.133333333,-2.966666667,-14.03333333,4.133333333,15.81666667,5.283333333,-7.116666667,23.8,200,4.529166667,17.5,-7.75,25.25,72.64583333,735.2941176
3071550,NA,NA,NA,NA,NA,18.83333333,NA,NA,NA,8.466666667,NA,NA,NA,13.65,NA,NA,NA,NA,NA,14.75,NA,NA,NA,NA
118285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20497,92,137,69,31,14.43333333,27.7,14.53333333,-0.366666667,-1.333333333,10.5,-1.9,-14.36666667,6.55,19.1,6.316666667,-7.366666667,45.4,329,6.15,20.6,-8.6,29.2,49.0881459,453.7444934
20499,NA,144,50,18,12.96666667,25.66666667,13.83333333,1.766666667,-1.033333333,9.766666667,-0.366666667,-10.8,5.966666667,17.71666667,6.733333333,-4.516666667,NA,NA,6.475,19.15,-5.25,24.4,NA,NA
1161592,123,158,151,149,12.73333333,23.46666667,10.43333333,-0.533333333,-0.266666667,8.5,0.3,-8.133333333,6.233333333,15.98333333,5.366666667,-4.333333333,49.6,581,5.8125,17.15,-5.3,22.45,27.21600688,345.766129
3071555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102424,NA,115,502,NA,10.93333333,21.26666667,12.43333333,NA,2.7,10.03333333,4.933333333,NA,6.816666667,15.65,8.683333333,NA,48.8,NA,NA,16.85,NA,NA,NA,345.2868852
3061570,NA,NA,NA,NA,NA,21,NA,NA,NA,8.233333333,NA,NA,NA,14.61666667,NA,NA,NA,NA,NA,15.65,NA,NA,NA,NA
93551,149,100,132,219,10.66666667,23.9,12.06666667,-0.766666667,-4.866666667,4.4,-3.366666667,-12.8,2.9,14.15,4.35,-6.783333333,35.4,600,3.654166667,15.9,-7.7,23.6,22.75694444,449.1525424
20500,81,125,52,18,13.43333333,25.73333333,14.7,3.5,-0.633333333,9.233333333,0.5,-8.666666667,6.4,17.48333333,7.6,-2.583333333,40.2,276,7.225,18.85,-3,21.85,62.40942029,468.9054726
CHW,155,316,163,81,5.3,16.5,4.266666667,-4.766666667,-5.666666667,5.7,-4.433333333,-13.5,-0.183333333,11.1,-0.083333333,-9.133333333,94,715,0.425,12.15,-10,22.15,14.58041958,129.2553191
1131615,145,177,141,132,13.3,24.8,12.16666667,-0.566666667,-1.8,5.766666667,-1.6,-10.13333333,5.75,15.28333333,5.283333333,-5.35,57.4,595,5.241666667,16.45,-7.05,23.5,25.6162465,286.5853659
102003,NA,89,394,NA,10.9,20.06666667,11.16666667,3.366666667,3.033333333,10.36666667,4.433333333,-0.766666667,6.966666667,15.21666667,7.8,1.3,NA,NA,7.820833333,16.2,0.85,15.35,NA,NA
120058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121620,181,163,169,179,10.33333333,21.93333333,9.6,-1.8,-2.933333333,5.7,-1.366666667,-10.1,3.7,13.81666667,4.116666667,-5.95,55,692,3.920833333,15,-7.15,22.15,20.11681118,272.7272727
116409,50,74,57,53,14.1,25.13333333,12.8,0.8,-0.033333333,8.433333333,-0.166666667,-7.7,7.033333333,16.78333333,6.316666667,-3.45,24.2,234,6.670833333,17.9,-4.95,22.85,71.24287749,739.6694215
20502,98,146,64,23,14,28.83333333,15.03333333,-0.633333333,-0.566666667,12.03333333,0.1,-12.8,6.716666667,20.43333333,7.566666667,-6.716666667,46.2,331,7,22,-8.3,30.3,51.35951662,476.1904762
20503,79,145,56,15,14.16666667,28.46666667,14.73333333,-0.633333333,-1.333333333,10.83333333,-1.2,-13.93333333,6.416666667,19.65,6.766666667,-7.283333333,44.6,295,6.3875,21,-8.8,29.8,55.55084746,470.8520179
38124,NA,NA,NA,NA,10.23333333,23.13333333,8.233333333,-1.166666667,0.933333333,10.43333333,2.733333333,-5.5,5.583333333,16.78333333,5.483333333,-3.333333333,NA,NA,6.129166667,18.55,-3.95,22.5,NA,NA
3031658,115,182,80,48,12.06666667,23.56666667,12.36666667,1.566666667,-1.333333333,9,-1.1,-11.33333333,5.366666667,16.28333333,5.633333333,-4.883333333,57.6,425,5.6,17.55,-5.6,23.15,36.70588235,304.6875
12964,256,115,212,316,12.56666667,25.53333333,13,0.333333333,-0.633333333,5.666666667,-0.566666667,-6.166666667,5.966666667,15.6,6.216666667,-2.916666667,46.8,899,6.216666667,17,-4.15,21.15,18.03856136,363.2478632
32772,110,74,78,77,17.76666667,30.46666667,17.36666667,5.833333333,3.933333333,11.66666667,3.766666667,-2.066666667,10.85,21.06666667,10.56666667,1.883333333,28.4,339,11.09166667,22.75,0.1,22.65,62.2173058,801.056338
26611,315,83,376,575,15.23333333,22.73333333,16.5,8.566666667,4.333333333,10.6,5.533333333,0.733333333,9.783333333,16.66666667,11.01666667,4.65,39.6,1349,10.52916667,17.75,3.85,13.9,15.21806276,448.2323232
1031650,664,NA,770,1000,13.4,19.33333333,15.06666667,9.2,5.933333333,11.16666667,7.933333333,3.7,9.666666667,15.25,11.5,6.45,NA,NA,10.71666667,16.15,6,10.15,NA,NA
32776,117,54,188,296,14.06666667,25.16666667,14.73333333,2.9,1.333333333,10.33333333,1.966666667,-4.766666667,7.7,17.75,8.35,-0.933333333,21,655,8.216666667,19.25,-2.25,21.5,27.81170483,916.6666667
3071660,NA,194,NA,NA,NA,18.3,NA,NA,NA,8.3,NA,NA,NA,13.3,NA,NA,NA,NA,NA,14.35,NA,NA,NA,NA
32773,287,150,359,377,15.23333333,23.43333333,15.6,7.066666667,4.666666667,10.46666667,5.566666667,0.666666667,9.95,16.95,10.58333333,3.866666667,60,1173,10.3375,17.9,3.1,14.8,17.33802217,298.3333333
307JF5R,NA,NA,NA,68,NA,NA,NA,-8.733333333,NA,NA,NA,-19.56666667,NA,NA,NA,-14.15,NA,NA,NA,NA,-16.1,NA,NA,NA
239,NA,151,NA,NA,15.16666667,26.53333333,11.33333333,-0.633333333,-0.333333333,8.733333333,0.066666667,-8.233333333,7.416666667,17.63333333,5.7,-4.433333333,46.6,NA,6.579166667,18.95,-5.65,24.6,NA,406.6523605
1161655,122,176,170,172,14.6,25.33333333,11.7,-0.566666667,0.6,10.03333333,1.333333333,-7.866666667,7.6,17.68333333,6.516666667,-4.216666667,53,640,6.895833333,18.95,-5.4,24.35,26.39973958,357.5471698
3011663,NA,290,NA,NA,NA,19.7,NA,NA,NA,5.133333333,NA,NA,NA,12.41666667,NA,NA,NA,NA,NA,13.6,NA,NA,NA,NA
32774,668,221,800,1070,14.53333333,20.93333333,15.63333333,8.433333333,3.833333333,9.266666667,5.566666667,1.433333333,9.183333333,15.1,10.6,4.933333333,94.2,2759,9.954166667,16,4.15,11.85,7.232390963,169.85138
1161F55,126,196,172,160,12.93333333,23.63333333,10.33333333,-1.1,-0.233333333,8.3,0.166666667,-8.066666667,6.35,15.96666667,5.25,-4.583333333,58.6,654,5.745833333,17,-5.7,22.7,24.07619776,290.1023891
116JF55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20508,118,165,79,45,12.63333333,25.63333333,13.73333333,1.266666667,-1.266666667,10.03333333,-0.433333333,-11.3,5.683333333,17.83333333,6.65,-5.016666667,55.2,407,6.2875,19.1,-6,25.1,40.01842752,346.0144928
30516F5,NA,182,NA,NA,NA,15.46666667,NA,NA,NA,4.933333333,NA,NA,NA,10.2,NA,NA,NA,NA,NA,11.45,NA,NA,NA,NA
1161661,85,172,94,62,10.83333333,21.83333333,9.133333333,-2.333333333,-1.9,6.833333333,-1.5,-9.533333333,4.466666667,14.33333333,3.816666667,-5.933333333,50.8,413,4.170833333,15.6,-7,22.6,34.31194512,307.0866142
20509,140,153,124,93,12.36666667,26.26666667,12.53333333,-0.7,-1.733333333,6.833333333,-1.866666667,-10.2,5.316666667,16.55,5.333333333,-5.45,50.6,510,5.4375,18.3,-7.05,25.35,30.26960784,361.6600791
93359,279,183,201,196,5.4,17.16666667,6.266666667,-4.033333333,-6.3,4.166666667,-3.5,-12.23333333,-0.45,10.66666667,1.383333333,-8.133333333,68.6,859,0.866666667,12.4,-8.75,21.15,12.65036865,180.7580175
1101708,298,151,413,471,14.9,22.9,15.1,7.233333333,5.7,12.36666667,6.8,1.066666667,10.3,17.63333333,10.95,4.15,60.4,1333,10.75833333,18.65,3.2,15.45,15.57264316,308.7748344
CLO,477,199,701,776,13.73333333,22.63333333,14.1,5.9,4.666666667,12.1,6.733333333,0.933333333,9.2,17.36666667,10.41666667,3.416666667,81.8,2153,10.1,18.65,2.7,15.95,9.335810497,227.99511
1041710,495,197,721,788,13.8,22.66666667,13.8,5.9,4.733333333,12.03333333,6.7,1.2,9.266666667,17.35,10.25,3.55,84.4,2201,10.10416667,18.6,3,15.6,9.13410571,220.3791469
CLW,531,237,782,886,13.4,22.23333333,11.96666667,3.4,2.5,9.5,4.1,-1.4,7.95,15.86666667,8.033333333,1,94.8,2436,8.2125,16.8,0.25,16.55,7.476395731,177.2151899
1021737,383,171,713,742,12.43333333,19.63333333,13.13333333,6.466666667,3.666666667,9.966666667,5.766666667,1.1,8.05,14.8,9.45,3.783333333,71,2009,9.020833333,15.7,3.25,12.45,9.467811515,221.1267606
1191740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12971,130,119,93,98,13.63333333,26.83333333,14.5,0.166666667,-3.166666667,5.533333333,-2.766666667,-12.63333333,5.233333333,16.18333333,5.866666667,-6.233333333,39.4,440,5.2625,17.65,-7.85,25.5,34.6875,447.9695431
12972,166,127,103,128,8.333333333,22.66666667,9.566666667,-1.933333333,-5.066666667,5.066666667,-3.766666667,-12.5,1.633333333,13.86666667,2.9,-7.216666667,41.4,524,2.795833333,15.55,-8.65,24.2,24.41952926,375.6038647
63093,NA,NA,NA,NA,13.56666667,22.9,13.36666667,5.8,4,11.4,5.7,0.233333333,8.783333333,17.15,9.533333333,3.016666667,NA,NA,9.620833333,18.15,2.5,15.65,NA,NA
12975,159,98,159,223,14.43333333,26.6,15.03333333,3.4,2.7,12.03333333,3.7,-3.433333333,8.566666667,19.31666667,9.366666667,-0.016666667,35.4,639,9.308333333,20.95,-0.85,21.8,30.21648409,591.8079096
3043,NA,NA,NA,NA,13.6,25.96666667,14.1,1.866666667,1.7,10.06666667,2.5,-4.466666667,7.65,18.01666667,8.3,-1.3,NA,NA,8.166666667,19.35,-2.05,21.4,NA,NA
34621,NA,NA,NA,NA,13.16666667,24.63333333,12.26666667,1.333333333,3.133333333,12.4,4.666666667,-3.6,8.15,18.51666667,8.466666667,-1.133333333,NA,NA,8.5,19.95,-2.3,22.25,NA,NA
502084,NA,323,707,NA,NA,18.03333333,10.6,NA,NA,9.8,3.433333333,NA,NA,13.91666667,7.016666667,NA,125.2,NA,NA,14.9,NA,NA,NA,119.0095847
20512,89,122,62,25,14.93333333,28.96666667,15.93333333,1.166666667,-0.866666667,11.3,-0.433333333,-12.33333333,7.033333333,20.13333333,7.75,-5.583333333,40.6,298,7.333333333,21.75,-6.6,28.35,58.1655481,535.7142857
1201770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3081680,85,204,75,50,9.266666667,22.23333333,7.466666667,-8.2,-2.8,9.933333333,-2.666666667,-18.36666667,3.233333333,16.08333333,2.4,-13.28333333,56.4,414,2.108333333,17.25,-15.1,32.35,29.24718196,305.8510638
232,NA,216,NA,NA,10.26666667,21,8.333333333,-2.266666667,-4.6,3.6,-3.2,-11.26666667,2.833333333,12.3,2.566666667,-6.766666667,67.4,NA,2.733333333,13.4,-7.85,21.25,NA,198.8130564
93244,297,182,178,104,7.9,NA,9.066666667,-0.333333333,-3.833333333,7.133333333,-1.133333333,-9.3,2.033333333,NA,3.966666667,-4.816666667,73.6,761,NA,NA,-5.2,NA,NA,NA
32779,139,61,120,178,15.4,27.3,16.26666667,4.466666667,2.5,9.6,2.066666667,-3.233333333,8.95,18.45,9.166666667,0.616666667,24.2,498,9.295833333,19.8,-0.65,20.45,38.74665328,818.1818182
1081788,71,147,135,133,9.466666667,19.66666667,9.1,-1.933333333,-3.666666667,4.666666667,-1.7,-11.26666667,2.9,12.16666667,3.7,-6.6,44.2,486,3.041666667,13.05,-7.55,20.6,26.83470508,295.2488688
20516,126,125,81,34,NA,28.8,15.9,3.2,0.533333333,12.23333333,1,-10.16666667,NA,20.51666667,8.45,-3.483333333,44.2,366,NA,22.25,-4.35,26.6,NA,503.3936652
1141800,155,146,142,212,15.43333333,27.16666667,13.83333333,0.966666667,2.8,10.5,3.033333333,-4.366666667,9.116666667,18.83333333,8.433333333,-1.7,46.8,655,8.670833333,19.95,-2.6,22.55,28.50508906,426.2820513
1141803,164,141,158,187,15.36666667,27.66666667,13.4,1.1,2.066666667,10.16666667,2.366666667,-4.866666667,8.716666667,18.91666667,7.883333333,-1.883333333,45.8,650,8.408333333,20.25,-3,23.25,28.32051282,442.139738
BIR,148,105,148,189,15.23333333,26.83333333,13.73333333,2,2.8,10.66666667,4,-2.466666667,9.016666667,18.75,8.866666667,-0.233333333,38.2,590,9.1,20.15,-1,21.15,32.37288136,527.486911
20520,142,111,81,44,15.8,28.7,16.56666667,4.1,-0.433333333,10.13333333,-0.066666667,-10.3,7.683333333,19.41666667,8.25,-3.1,42,378,8.0625,20.95,-4.05,25,47.78439153,498.8095238
32780,125,100,108,151,16.53333333,29,15.73333333,2,1.766666667,10.13333333,2.033333333,-5.166666667,9.15,19.56666667,8.883333333,-1.583333333,33.6,484,9.004166667,21,-2.75,23.75,39.26480716,625
92645,NA,NA,NA,NA,14.66666667,26.83333333,14.7,2.1,-0.666666667,6.9,-0.3,-6.733333333,7,16.86666667,7.2,-2.316666667,NA,NA,7.1875,18.35,-3.55,21.9,NA,NA
32782,NA,NA,89,NA,NA,NA,13.1,1.066666667,NA,NA,1.533333333,-6.266666667,NA,NA,7.316666667,-2.6,NA,NA,NA,NA,-3.9,NA,NA,NA
32781,126,98,112,142,15.33333333,27.43333333,NA,1.666666667,1.766666667,10.13333333,1.733333333,-5.433333333,8.55,18.78333333,NA,-1.883333333,34.4,478,NA,20.5,-3.25,23.75,NA,595.9302326
